Date	WorkingDaysIndices	ReverseWorkingDaysIndices	MondayMonthInd	TuesdayMonthInd	WednesdayMonthInd	ThursdayMonthInd	FridayMonthInd	BeforeLastMonday	LastMonday	BeforeLastTuesday	LastTuesday	BeforeLastWednesday	LastWednesday	BeforeLastThursday	LastThursday	BeforeLastFriday	LastFriday	Last5WDaysInd	Last5WDays	Last4WDaysInd	Last4WDays	LastWMonth	BeforeLastWMonth	Cash
2001-11-27	18	3	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	1	1	0	5124.689602
2001-11-28	19	2	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	3	1	2	1	1	0	6766.491457
2001-11-29	20	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	4	1	3	1	1	0	7283.727469
2001-11-30	21	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	5	1	4	1	1	0	5423.571114
2001-12-03	0	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5875.405945
2001-12-04	1	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6149.558087
2001-12-05	2	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7619.516212
2001-12-06	3	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6626.840307
2001-12-07	4	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7542.092
2001-12-10	5	12	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6361.720762
2001-12-11	6	11	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7544.61548
2001-12-12	7	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5765.009843
2001-12-13	8	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6300.49976
2001-12-14	9	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11464.12696
2001-12-17	10	7	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24308.58301
2001-12-18	11	6	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	9133.131958
2001-12-19	12	5	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	7555.573082
2001-12-20	13	4	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	6382.441052
2001-12-21	14	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	2	1	1	1	0	1	5652.882539
2001-12-26	15	2	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	3	1	2	1	1	0	5081.372996
2001-12-27	16	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	4	1	3	1	1	0	5995.423295
2001-12-28	17	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	5	1	4	1	1	0	7111.416697
2002-01-03	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-04	1	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-07	2	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-08	3	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-09	4	16	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-10	5	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-11	6	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-14	7	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-15	8	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-16	9	11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-17	10	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2002-01-18	11	9	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
2002-01-21	12	8	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
2002-01-22	13	7	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	
2002-01-23	14	6	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	
2002-01-24	15	5	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
2002-01-25	16	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	
2002-01-28	17	3	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	0	
2002-01-29	18	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	2	1	1	0	
2002-01-30	19	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	4	1	3	1	1	0	
2002-01-31	20	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	5	1	4	1	1	0	
