BUKRS,BELNR,GJAHR,BUZEI,BUZID,AUGDT,AUGCP,AUGBL,BSCHL,KOART,UMSKZ,UMSKS,ZUMSK,SHKZG,GSBER,PARGB,MWSKZ,WRBTR,KZBTR,PSWBT,PSWSL,AUFNR,VBELN,SAKNR,LIFNR,EBELN,EBELP,MATNR,WERKS,_BKPF_STBLG,KOSTL,MENGE,MEINS,SPGRP,SPGRM,SPGRT,SPGRG,SPGRV,SPGRQ,HKONT,_BKPF_BLART,_BKPF_BUDAT,_BKPF_MONTH,_BKPF_CPUDT,_BKPF_CPUTM,_BKPF_AEDAT,_BKPF_TCODE,_BKPF_WAERS,_BKPF_AWTYP,_BKPF_AWKEY
ABC12,5900065411,2020,2,,,,,40,S,,,,S,,,H9,"     5.405,28",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200226,,20200226,10:58:13 AM,,FBVB,EUR,BKPF,5900065411ABC052020
ABC12,5900065411,2020,1,,26.03.2020,25.03.2020,6005295583,31,K,,,,H,,,**,"     6.636,04",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200226,,20200226,10:58:13 AM,,FBVB,EUR,BKPF,5900065411ABC052020
ABC12,5900065419,2020,3,T,,,,40,S,,,,S,,,H9,"       878,03",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200226,,20200226,10:20:03 AM,,FBVB,EUR,BKPF,5900065419ABC052020
ABC12,5900065419,2020,2,,,,,40,S,,,,S,,,H9,"     6.520,85",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200226,,20200226,10:20:03 AM,,FBVB,EUR,BKPF,5900065419ABC052020
ABC12,5900065419,2020,1,,26.03.2020,25.03.2020,6005295583,31,K,,,,H,,,**,"     6.108,84",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200226,,20200226,10:20:03 AM,,FBVB,EUR,BKPF,5900065419ABC052020
ABC12,5900065418,2020,3,T,,,,40,S,,,,S,,,H9,"       666,69",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200226,,20200226,10:15:44 AM,,FBVB,EUR,BKPF,5900065418ABC052020
ABC12,5900065418,2020,2,,,,,40,S,,,,S,,,H9,"     155,61",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200226,,20200226,10:15:44 AM,,FBVB,EUR,BKPF,5900065418ABC052020
ABC12,5900065418,2020,1,,26.03.2020,25.03.2020,6005295583,31,K,,,,H,,,**,"     5.777,95",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200226,,20200226,10:15:44 AM,,FBVB,EUR,BKPF,5900065418ABC052020
ABC12,5900065417,2020,4,T,,,,40,S,,,,S,,,H9,"         0,34",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200226,,20200226,12:25:39 PM,,FBVB,EUR,BKPF,5900065417ABC052020
ABC12,5900065417,2020,3,,,,,40,S,,,,S,,,H9,"         0,01",,,EUR,,,,,,,,,,ABC05000293,,,,,,,,,2680150,KN,20200226,,20200226,12:25:39 PM,,FBVB,EUR,BKPF,5900065417ABC052020
ABC12,5900065417,2020,2,,02.03.2020,03.03.2020,500842058,40,S,,,,S,,,H9,"         8,72",,,EUR,,,,,,,,,,,,,,,,,,,7130000,KN,20200226,,20200226,12:25:39 PM,,FBVB,EUR,BKPF,5900065417ABC052020
ABC12,5900065417,2020,1,,25.03.2020,24.03.2020,6005290499,31,K,,,,H,,,**,"         9,76",,,EUR,,,,14057159,,,,,,,,,,,,,,,7500000,KN,20200226,,20200226,12:25:39 PM,,FBVB,EUR,BKPF,5900065417ABC052020
ABC12,5900065499,2020,3,T,,,,40,S,,,,S,,,H9,"       738,71",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200225,,20200225,6:40:06 AM,,FBVB,EUR,BKPF,5900065499ABC052020
ABC12,5900065499,2020,2,,,,,40,S,,,,S,,,H9,"     5.465,24",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200225,,20200225,6:40:06 AM,,FBVB,EUR,BKPF,5900065499ABC052020
ABC12,5900065499,2020,1,,13.03.2020,12.03.2020,6005283122,31,K,,,,H,,,**,"     6.701,59",,,EUR,,,,13015840,,,,,,,,,,,,,,,7500000,KN,20200225,,20200225,6:40:06 AM,,FBVB,EUR,BKPF,5900065499ABC052020
ABC12,5900065498,2020,3,T,,,,40,S,,,,S,,,H9,"    5147,15",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200225,,20200225,9:56:06 AM,,FBVB,EUR,BKPF,5900065498ABC052020
ABC12,5900065498,2020,2,,,,,40,S,,,,S,,,H9,"    91.813,07",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200225,,20200225,9:56:06 AM,,FBVB,EUR,BKPF,5900065498ABC052020
ABC12,5900065498,2020,1,,25.03.2020,24.03.2020,6005290495,31,K,,,,H,,,**,"    12.215,18",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200225,,20200225,9:56:06 AM,,FBVB,EUR,BKPF,5900065498ABC052020
ABC12,5900065497,2020,3,T,,,,40,S,,,,S,,,H9,"    11.827,41",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200225,,20200225,9:56:54 AM,,FBVB,EUR,BKPF,5900065497ABC052020
ABC12,5900065497,2020,2,,,,,40,S,,,,S,,,H9,"   776.714,30",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200225,,20200225,9:56:54 AM,,FBVB,EUR,BKPF,5900065497ABC052020
ABC12,5900065497,2020,1,,25.03.2020,24.03.2020,6005290495,31,K,,,,H,,,**,"   743.387,21",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200225,,20200225,9:56:54 AM,,FBVB,EUR,BKPF,5900065497ABC052020
ABC12,5900065496,2020,3,T,,,,40,S,,,,S,,,H9,"   513.721,10",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200225,,20200225,9:57:21 AM,,FBVB,EUR,BKPF,5900065496ABC052020
ABC12,5900065496,2020,2,,,,,40,S,,,,S,,,H9,"   385.336,43",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200225,,20200225,9:57:21 AM,,FBVB,EUR,BKPF,5900065496ABC052020
ABC12,5900065496,2020,1,,25.03.2020,24.03.2020,6005290495,31,K,,,,H,,,**," 150.694,93",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200225,,20200225,9:57:21 AM,,FBVB,EUR,BKPF,5900065496ABC052020
ABC12,5900065495,2020,3,T,,,,40,S,,,,S,,,H9,"       848,62",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200225,,20200225,6:12:26 AM,,FBVB,EUR,BKPF,5900065495ABC052020
ABC12,5900065495,2020,2,,,,,40,S,,,,S,,,H9,"     6.825,77",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200225,,20200225,6:12:26 AM,,FBVB,EUR,BKPF,5900065495ABC052020
ABC12,5900065495,2020,1,,25.03.2020,24.03.2020,6005290490,31,K,,,,H,,,**,"     6.419,10",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200225,,20200225,6:12:26 AM,,FBVB,EUR,BKPF,5900065495ABC052020
ABC12,5900065490,2020,3,T,,,,40,S,,,,S,,,H9,"   548.554,89",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200225,,20200225,9:57:39 AM,,FBVB,EUR,BKPF,5900065490ABC052020
ABC12,5900065490,2020,2,,,,,40,S,,,,S,,,H9,"   420.942,61",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200225,,20200225,9:57:39 AM,,FBVB,EUR,BKPF,5900065490ABC052020
ABC12,5900065490,2020,1,,20.03.2020,19.03.2020,6005290014,31,K,,,,H,,,**," 118.251,25",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200225,,20200225,9:57:39 AM,,FBVB,EUR,BKPF,5900065490ABC052020
ABC12,5900065484,2020,3,T,,,,40,S,,,,S,,,H9,"       903,78",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200225,,20200225,6:10:12 AM,,FBVB,EUR,BKPF,5900065484ABC052020
ABC12,5900065484,2020,2,,,,,40,S,,,,S,,,H9,"     6.985,13",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200225,,20200225,6:10:12 AM,,FBVB,EUR,BKPF,5900065484ABC052020
ABC12,5900065484,2020,1,,20.03.2020,19.03.2020,6005290013,31,K,,,,H,,,**,"     7.090,06",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200225,,20200225,6:10:12 AM,,FBVB,EUR,BKPF,5900065484ABC052020
ABC12,5900065324,2020,3,T,,,,40,S,,,,S,,,H9,"        68,30",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200224,,20200302,1:05:32 PM,,FBVB,EUR,BKPF,5900065324ABC052020
ABC12,5900065324,2020,2,,,,,40,S,,,,S,,,H9,"       568,00",,,EUR,,,,,,,,,,ABC05000647,,,,,,,,,2444700,KN,20200224,,20200302,1:05:32 PM,,FBVB,EUR,BKPF,5900065324ABC052020
ABC12,5900065324,2020,1,,20.03.2020,19.03.2020,6005290022,31,K,,,,H,,,**,"       583,30",,,EUR,,,,14058970,,,,,,,,,,,,,,,7500060,KN,20200224,,20200302,1:05:32 PM,,FBVB,EUR,BKPF,5900065324ABC052020
ABC12,5900065323,2020,3,T,,,,40,S,,,,S,,,H9,"       494,13",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200224,,20200225,6:32:53 AM,,FBVB,EUR,BKPF,5900065323ABC052020
ABC12,5900065323,2020,2,,,,,40,S,,,,S,,,H9,"     8.243,86",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200224,,20200225,6:32:53 AM,,FBVB,EUR,BKPF,5900065323ABC052020
ABC12,5900065323,2020,1,,06.03.2020,05.03.2020,6005282586,31,K,,,,H,,,**,"     9.293,50",,,EUR,,,,13089482,,,,,,,,,,,,,,,7500060,KN,20200224,,20200225,6:32:53 AM,,FBVB,EUR,BKPF,5900065323ABC052020
ABC12,5900065322,2020,3,T,,,,40,S,,,,S,,,H9,"       811,89",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200224,,20200225,6:07:33 AM,,FBVB,EUR,BKPF,5900065322ABC052020
ABC12,5900065322,2020,2,,,,,40,S,,,,S,,,H9,"     6.776,61",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200224,,20200225,6:07:33 AM,,FBVB,EUR,BKPF,5900065322ABC052020
ABC12,5900065322,2020,1,,20.03.2020,19.03.2020,6005290013,31,K,,,,H,,,**,"     6.243,25",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200224,,20200225,6:07:33 AM,,FBVB,EUR,BKPF,5900065322ABC052020
ABC12,5900065321,2020,3,T,,,,40,S,,,,S,,,H9,"   544.318,04",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200224,,20200225,9:57:56 AM,,FBVB,EUR,BKPF,5900065321ABC052020
ABC12,5900065321,2020,2,,,,,40,S,,,,S,,,H9,"   444.760,82",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200224,,20200225,9:57:56 AM,,FBVB,EUR,BKPF,5900065321ABC052020
ABC12,5900065321,2020,1,,20.03.2020,19.03.2020,6005290014,31,K,,,,H,,,**," 144.538,91",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200224,,20200225,9:57:56 AM,,FBVB,EUR,BKPF,5900065321ABC052020
ABC12,5900065314,2020,3,T,,,,40,S,,,,S,,,H9,"       547,98",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200221,,20200224,8:41:17 AM,,FBVB,EUR,BKPF,5900065314ABC052020
ABC12,5900065314,2020,2,,02.03.2020,03.03.2020,500842058,40,S,,,,S,,,H9,"       412,13",,,EUR,,,,,,,,,,,,,,,,,,,7130000,KN,20200221,,20200224,8:41:17 AM,,FBVB,EUR,BKPF,5900065314ABC052020
ABC12,5900065314,2020,1,,26.02.2020,25.02.2020,6005289529,31,K,,,,H,,,**,"     115,66",,,EUR,,,,13093101,,,,,,,,,,,,,,,7844500,KN,20200221,,20200224,8:41:17 AM,,FBVB,EUR,BKPF,5900065314ABC052020
ABC12,5900065310,2020,2,,,,,40,S,,,,S,,,T0,"         9,00",,,EUR,,,,,,,,,,ABC05000022,,,,,,,,,2630790,KN,20200221,,20200224,8:29:01 AM,,FBVB,EUR,BKPF,5900065310ABC052020
ABC12,5900065310,2020,1,,05.03.2020,04.03.2020,6005281469,31,K,,,,H,,,**,"         9,00",,,EUR,,,,14054118,,,,,,,,,,,,,,,7500060,KN,20200221,,20200224,8:29:01 AM,,FBVB,EUR,BKPF,5900065310ABC052020
ABC12,5900065394,2020,2,,,,,40,S,,,,S,,,T0,"         1,05",,,EUR,,,,,,,,,,ABC05000575,,,,,,,,,2630790,KN,20200221,,20200224,8:27:00 AM,,FBVB,EUR,BKPF,5900065394ABC052020
ABC12,5900065394,2020,1,,05.03.2020,04.03.2020,6005281469,31,K,,,,H,,,**,"         1,05",,,EUR,,,,14054118,,,,,,,,,,,,,,,7500060,KN,20200221,,20200224,8:27:00 AM,,FBVB,EUR,BKPF,5900065394ABC052020
ABC12,5900065393,2020,3,T,,,,40,S,,,,S,,,H9,"   542.920,87",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200221,,20200224,7:32:57 AM,,FBVB,EUR,BKPF,5900065393ABC052020
ABC12,5900065393,2020,2,,,,,40,S,,,,S,,,H9,"   432.396,59",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200221,,20200224,7:32:57 AM,,FBVB,EUR,BKPF,5900065393ABC052020
ABC12,5900065393,2020,1,,20.03.2020,19.03.2020,6005290014,31,K,,,,H,,,**," 139.866,93",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200221,,20200224,7:32:57 AM,,FBVB,EUR,BKPF,5900065393ABC052020
ABC12,5900065392,2020,3,T,,,,40,S,,,,S,,,H9,"       805,00",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200221,,20200221,2:47:35 PM,,FBVB,EUR,BKPF,5900065392ABC052020
ABC12,5900065392,2020,2,,,,,40,S,,,,S,,,H9,"     6.009,05",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200221,,20200221,2:47:35 PM,,FBVB,EUR,BKPF,5900065392ABC052020
ABC12,5900065392,2020,1,,20.03.2020,19.03.2020,6005290013,31,K,,,,H,,,**,"     6.801,05",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200221,,20200221,2:47:35 PM,,FBVB,EUR,BKPF,5900065392ABC052020
ABC12,5900065382,2020,2,,,,,40,S,,,,S,,,T0,"       684,70",,,EUR,,,,,,,,,,50066398,,,,,,,,,2650570,KN,20200301,,20200304,12:59:44 PM,,FBVB,EUR,BKPF,5900065382ABC052020
ABC12,5900065382,2020,1,,06.03.2020,05.03.2020,6005282595,31,K,,,,H,,,**,"       684,70",,,EUR,,,,14057266,,,,,,,,,,,,,,,7500060,KN,20200301,,20200304,12:59:44 PM,,FBVB,EUR,BKPF,5900065382ABC052020
ABC12,5900065381,2020,12,T,,,,40,S,,,,S,,,H9,"    68.453,86",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,11,,,,,40,S,,,,S,,,H9,"       560,70",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,10,,,,,40,S,,,,S,,,H9,"     5.356,27",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,9,,,,,40,S,,,,S,,,H9,"       407,13",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,8,,,,,40,S,,,,S,,,H9,"   553.802,90",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,7,,,,,40,S,,,,S,,,H9,"     6.273,04",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,6,,,,,40,S,,,,S,,,H9,"        19,36",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,5,,,,,40,S,,,,S,,,H9,"        62,86",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,4,,,,,40,S,,,,S,,,H9,"       541,34",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,3,,,,,40,S,,,,S,,,T0,"       805,60",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,2,,,,,40,S,,,,S,,,H9,"       754,19",,,EUR,,,,,,,,,,,,,,,,,,,1786990,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065381,2020,1,,04.03.2020,03.03.2020,6005281134,31,K,,,,H,,,**,"   584.455,20",,,EUR,,,,14081409,,,,,,,,,,,,,,,7844500,KN,20200220,,20200227,1:39:36 PM,,FBVB,EUR,BKPF,5900065381ABC052020
ABC12,5900065389,2020,3,T,,,,40,S,,,,S,,,H9,"       860,12",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200220,,20200221,2:45:38 PM,,FBVB,EUR,BKPF,5900065389ABC052020
ABC12,5900065389,2020,2,,,,,40,S,,,,S,,,H9,"     6.507,78",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200220,,20200221,2:45:38 PM,,FBVB,EUR,BKPF,5900065389ABC052020
ABC12,5900065389,2020,1,,19.03.2020,18.03.2020,6005284392,31,K,,,,H,,,**,"     6.968,05",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200220,,20200221,2:45:38 PM,,FBVB,EUR,BKPF,5900065389ABC052020
ABC12,5900065388,2020,3,T,,,,40,S,,,,S,,,H9,"   600.990,85",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200220,,20200224,7:35:20 AM,,FBVB,EUR,BKPF,5900065388ABC052020
ABC12,5900065388,2020,2,,,,,40,S,,,,S,,,H9," 106.296,07",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200220,,20200224,7:35:20 AM,,FBVB,EUR,BKPF,5900065388ABC052020
ABC12,5900065388,2020,1,,19.03.2020,18.03.2020,6005284393,31,K,,,,H,,,**," 107.706,88",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200220,,20200224,7:35:20 AM,,FBVB,EUR,BKPF,5900065388ABC052020
ABC12,5900065387,2020,3,T,,,,40,S,,,,S,,,H9,"       694,49",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200220,,20200221,2:42:02 PM,,FBVB,EUR,BKPF,5900065387ABC052020
ABC12,5900065387,2020,2,,,,,40,S,,,,S,,,H9,"     144,21",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200220,,20200221,2:42:02 PM,,FBVB,EUR,BKPF,5900065387ABC052020
ABC12,5900065387,2020,1,,19.03.2020,18.03.2020,6005284392,31,K,,,,H,,,**,"     5.994,25",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200220,,20200221,2:42:02 PM,,FBVB,EUR,BKPF,5900065387ABC052020
ABC12,5900065386,2020,3,T,,,,40,S,,,,S,,,H9,"       649,90",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200220,,20200221,2:13:28 PM,,FBVB,EUR,BKPF,5900065386ABC052020
ABC12,5900065386,2020,2,,,,,40,S,,,,S,,,H9,"     222,95",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200220,,20200221,2:13:28 PM,,FBVB,EUR,BKPF,5900065386ABC052020
ABC12,5900065386,2020,1,,19.03.2020,18.03.2020,6005284392,31,K,,,,H,,,**,"     5.227,05",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200220,,20200221,2:13:28 PM,,FBVB,EUR,BKPF,5900065386ABC052020
ABC12,5900065371,2020,3,T,,,,40,S,,,,S,,,H9,"       628,43",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:35:33 AM,,FBVB,EUR,BKPF,5900065371ABC052020
ABC12,5900065371,2020,2,,,,,40,S,,,,S,,,H9,"     5.728,40",,,EUR,,,,,,,,,,ABC05000904,,,,,,,,,2630029,KN,20200219,,20200219,11:35:33 AM,,FBVB,EUR,BKPF,5900065371ABC052020
ABC12,5900065371,2020,1,,19.03.2020,18.03.2020,6005284310,31,K,,,,H,,,**,"     5.184,33",,,EUR,,,,14068889,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,11:35:33 AM,,FBVB,EUR,BKPF,5900065371ABC052020
ABC12,5900065379,2020,2,,,,,40,S,,,,S,,,T0,"     3.147,02",,,EUR,,,,,,,,,,ABC05000047,,,,,,,,,2550569,KN,20200219,,20200219,12:50:48 PM,,FBVB,EUR,BKPF,5900065379ABC052020
ABC12,5900065379,2020,1,,25.02.2020,24.02.2020,6005288474,31,K,,,,H,,,**,"     3.147,02",,,EUR,,,,14063749,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,12:50:48 PM,,FBVB,EUR,BKPF,5900065379ABC052020
ABC12,5900065378,2020,4,T,,,,40,S,,,,S,,,H9,"       849,10",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:33:41 AM,,FBVB,EUR,BKPF,5900065378ABC052020
ABC12,5900065378,2020,3,,,,,40,S,,,,S,,,T0,"         8,30",,,EUR,,,,,,,,,,ABC05000904,,,,,,,,,2630029,KN,20200219,,20200219,11:33:41 AM,,FBVB,EUR,BKPF,5900065378ABC052020
ABC12,5900065378,2020,2,,,,,40,S,,,,S,,,H9,"     6.823,00",,,EUR,,,,,,,,,,ABC05000904,,,,,,,,,2630029,KN,20200219,,20200219,11:33:41 AM,,FBVB,EUR,BKPF,5900065378ABC052020
ABC12,5900065378,2020,1,,19.03.2020,18.03.2020,6005284310,31,K,,,,H,,,**,"     6.423,80",,,EUR,,,,14068889,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,11:33:41 AM,,FBVB,EUR,BKPF,5900065378ABC052020
ABC12,5900065377,2020,3,T,,,,40,S,,,,S,,,H9,"       505,53",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:53:40 AM,,FBVB,EUR,BKPF,5900065377ABC052020
ABC12,5900065377,2020,2,,,,,40,S,,,,S,,,H9,"       909,40",,,EUR,,,,,,,,,,ABC05000580,,,,,,,,,2630029,KN,20200219,,20200219,11:53:40 AM,,FBVB,EUR,BKPF,5900065377ABC052020
ABC12,5900065377,2020,1,,19.03.2020,18.03.2020,6005284391,31,K,,,,H,,,**,"       102,03",,,EUR,,,,13081684,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,11:53:40 AM,,FBVB,EUR,BKPF,5900065377ABC052020
ABC12,5900065376,2020,3,T,,,,40,S,,,,S,,,H9,"     172,90",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:46:27 AM,,FBVB,EUR,BKPF,5900065376ABC052020
ABC12,5900065376,2020,2,,,,,40,S,,,,S,,,H9,"     9.132,90",,,EUR,,,,,,,,,,ABC05000627,,,,,,,,,2630029,KN,20200219,,20200219,11:46:27 AM,,FBVB,EUR,BKPF,5900065376ABC052020
ABC12,5900065376,2020,1,,19.03.2020,18.03.2020,6005284391,31,K,,,,H,,,**,"     1.369,00",,,EUR,,,,13081684,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,11:46:27 AM,,FBVB,EUR,BKPF,5900065376ABC052020
ABC12,5900065375,2020,3,T,,,,40,S,,,,S,,,H9,"       612,04",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:43:40 AM,,FBVB,EUR,BKPF,5900065375ABC052020
ABC12,5900065375,2020,2,,,,,40,S,,,,S,,,H9,"     5.779,88",,,EUR,,,,,,,,,,ABC05000026,,,,,,,,,2630029,KN,20200219,,20200219,11:43:40 AM,,FBVB,EUR,BKPF,5900065375ABC052020
ABC12,5900065375,2020,1,,19.03.2020,18.03.2020,6005284391,31,K,,,,H,,,**,"     5.106,97",,,EUR,,,,13081684,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,11:43:40 AM,,FBVB,EUR,BKPF,5900065375ABC052020
ABC12,5900065370,2020,3,T,,,,40,S,,,,S,,,H9,"       625,64",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:28:47 AM,,FBVB,EUR,BKPF,5900065370ABC052020
ABC12,5900065370,2020,2,,,,,40,S,,,,S,,,H9,"     5.791,89",,,EUR,,,,,,,,,,ABC05000904,,,,,,,,,2630029,KN,20200219,,20200219,11:28:47 AM,,FBVB,EUR,BKPF,5900065370ABC052020
ABC12,5900065370,2020,1,,19.03.2020,18.03.2020,6005284310,31,K,,,,H,,,**,"     5.162,28",,,EUR,,,,14068889,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,11:28:47 AM,,FBVB,EUR,BKPF,5900065370ABC052020
ABC12,5900065363,2020,3,T,,,,40,S,,,,S,,,H9,"    56.893,60",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:42:46 AM,,FBVB,EUR,BKPF,5900065363ABC052020
ABC12,5900065363,2020,2,,,,,40,S,,,,S,,,H9,"    16.645,06",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200219,,20200219,11:42:46 AM,,FBVB,EUR,BKPF,5900065363ABC052020
ABC12,5900065363,2020,1,,18.03.2020,17.03.2020,6005284163,31,K,,,,H,,,**,"    28.284,66",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,11:42:46 AM,,FBVB,EUR,BKPF,5900065363ABC052020
ABC12,5900065362,2020,3,T,,,,40,S,,,,S,,,H9,"    12.451,00",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:48:05 AM,,FBVB,EUR,BKPF,5900065362ABC052020
ABC12,5900065362,2020,2,,,,,40,S,,,,S,,,H9,"   774.930,06",,,EUR,,,,,,,,,,,,,,,,,,,1786910,KN,20200219,,20200219,11:48:05 AM,,FBVB,EUR,BKPF,5900065362ABC052020
ABC12,5900065362,2020,1,,18.03.2020,17.03.2020,6005284163,31,K,,,,H,,,**,"   802.841,06",,,EUR,,,,13081827,,,,,,,,,,,,,,,7500060,KN,20200219,,20200219,11:48:05 AM,,FBVB,EUR,BKPF,5900065362ABC052020
ABC12,5900065361,2020,3,T,,,,40,S,,,,S,,,H9,"   513.421,88",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20200219,,20200219,11:51:43 AM,,FBVB,EUR,BKPF,5900065361ABC052020
