MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
1.9152,44,2.718381113,1.096121417,2028,3.41989882,34.05,-118.3,1.156
1.721,42,2.708256881,1.119266055,1605,2.944954128,34.05,-118.3,2.143
2.2937,42,1.986547085,1,582,2.609865471,34.05,-118.31,3.5
2.1414,46,2.857731959,0.942268041,1845,3.804123711,34.05,-118.3,1.577
2.2684,31,2.755134281,1.137440758,2034,3.213270142,34.05,-118.3,1.938
1.3867,30,2.624074074,1.090740741,1615,2.990740741,34.05,-118.29,1.938
1.5972,34,2.510250569,1.020501139,1325,3.018223235,34.05,-118.29,1.688
1.9323,36,3.439121756,1.135728543,1664,3.321357285,34.05,-118.3,1.611
2.096,34,2.466893039,0.998302207,1987,3.373514431,34.05,-118.3,1.875
1.847,18,2.337027379,1.082790091,5229,3.408735332,34.05,-118.29,2.5
2.3864,11,1.985337243,1.085043988,1143,3.351906158,34.05,-118.29,3.5
2.053,31,2.348333333,1.043333333,4126,3.438333333,34.05,-118.29,2.292
4.6838,52,6.146757679,1.068259386,714,2.436860068,34.08,-118.35,4.79
4.89,52,6.060679612,0.985436893,1030,2.5,34.07,-118.35,5.00001
4.1328,52,6.710144928,1.031884058,894,2.591304348,34.07,-118.35,5.00001
5.8632,52,6.956228956,1.074074074,981,3.303030303,34.07,-118.34,4.5
10.586,52,8.508982036,0.976047904,495,2.964071856,34.08,-118.34,5.00001
15.0001,52,8.780612245,0.994897959,688,3.510204082,34.08,-118.34,5.00001
6.2223,52,5.959558824,1.044117647,588,2.161764706,34.07,-118.34,5.00001
4.1618,52,6.065602837,1.060283688,1203,2.132978723,34.07,-118.34,5.00001
5.5871,52,5.403921569,1.062745098,971,1.903921569,34.08,-118.34,5.00001
3.2645,52,4.086647727,1.024147727,1186,1.684659091,34.08,-118.35,1.75
3.1765,52,4.119791667,1.043402778,1135,1.970486111,34.08,-118.36,2.25
2.9621,52,3.979079498,1.020920502,848,1.774058577,34.08,-118.36,1.75
3.6111,48,3.836206897,1.099137931,434,1.870689655,34.07,-118.35,4.5
3.3594,45,3.823125919,1.055365017,3359,1.645761881,34.07,-118.35,2.875
4.0179,46,4.158690176,1.032745592,512,1.289672544,34.07,-118.35,3.5
3.5719,45,4.09394314,1.08776267,1157,1.430160692,34.07,-118.35,5.00001
2.3375,40,4.129251701,1.013605442,777,1.761904762,34.07,-118.36,3.552
4.7019,48,4.87394958,1.008403361,748,2.095238095,34.07,-118.36,4.111
4.3667,50,4.881782946,1.040697674,1117,2.164728682,34.07,-118.37,4.056
3.4265,52,4.703448276,1.036781609,944,2.170114943,34.07,-118.36,4.569
4.25,52,5.736979167,1.138020833,899,2.341145833,34.07,-118.37,4.869
5.24,52,5.081018519,1.006944444,884,2.046296296,34.07,-118.37,4.864
3.201,44,4.366720517,1.071082391,1045,1.688206785,34.07,-118.37,2.875
3.1677,39,4.228937729,0.963369963,870,1.593406593,34.07,-118.37,4.534
3.4286,52,4.250980392,0.968627451,468,1.835294118,34.07,-118.37,4.743
3.3989,25,3.883291352,1.097397145,1739,1.460117548,34.08,-118.38,4.85
3.3725,16,3.981803143,1.142266336,1897,1.569065343,34.07,-118.38,3.75
3.5573,21,4.104494382,1.074157303,1510,1.696629213,34.07,-118.38,5.00001
3.1766,52,3.184553661,1.060180542,1594,1.598796389,34.07,-118.34,2.25
2.4722,52,2.767871486,1.092369478,1768,1.420080321,34.06,-118.35,5.00001
7.1669,52,6.140186916,0.794392523,629,2.939252336,34.06,-118.34,5.00001
3.9167,52,5.634743875,1.020044543,1122,2.498886414,34.05,-118.34,3.216
3.5481,52,5.48806366,1.106100796,826,2.190981432,34.06,-118.34,3.96
3.7167,52,4.94,1.12,768,2.56,34.06,-118.34,3.273
3.2411,52,5.148820327,1.092558984,1164,2.112522686,34.06,-118.35,2.5
3.7167,48,4.381877023,0.902912621,716,2.317152104,34.06,-118.35,3.85
5.3819,52,4.514851485,1.062706271,617,2.03630363,34.06,-118.35,4.409
2.6781,33,3.913043478,1.135869565,1416,1.923913043,34.05,-118.35,3.288
3.2279,48,4.293833132,0.99879081,1601,1.935912938,34.06,-118.35,4
3.25,39,4.503205128,1.073717949,1109,1.77724359,34.06,-118.36,3.55
2.9605,52,5.392405063,1.151898734,921,2.33164557,34.06,-118.36,5.00001
4.5192,52,5.582781457,1.059602649,333,2.205298013,34.06,-118.37,4.46
5.5596,52,6.380952381,1.146825397,630,2.5,34.06,-118.37,5.00001
3.1475,28,4.393728223,1.073170732,991,1.726480836,34.06,-118.38,3.625
2.7824,29,4.50456621,1.150684932,1676,1.913242009,34.06,-118.38,4.5
2.8233,31,4.060747664,1.082242991,1987,1.857009346,34.06,-118.38,3.1
3.5556,25,4.022012579,1.039308176,1183,1.860062893,34.06,-118.38,5
3.0862,35,4.69789675,1.055449331,1159,2.216061185,34.05,-118.37,3.453
3.825,52,5.465753425,1.054794521,671,3.063926941,34.04,-118.37,2.785
4.005,48,5.702702703,1.054054054,539,2.427927928,34.05,-118.37,2.75
2.9883,41,4.538314176,1.042145594,1252,2.398467433,34.05,-118.37,2.961
5.0858,52,5.447688564,1.02919708,832,2.0243309,34.06,-118.37,4.7
4.0583,52,5.865,1.0925,1121,2.8025,34.05,-118.37,4.443
3.625,52,5.074675325,0.993506494,776,2.519480519,34.05,-118.37,4.409
4.0217,52,5.176724138,1.090517241,878,1.892241379,34.06,-118.37,5.00001
3.3824,48,5.027548209,1.112947658,728,2.005509642,34.05,-118.36,3.226
4.0625,47,5.122302158,1.079136691,632,2.273381295,34.05,-118.36,2.952
3.2813,48,4.959459459,1.027027027,956,2.583783784,34.05,-118.36,2.436
2.7917,49,5.128865979,0.948453608,462,2.381443299,34.04,-118.36,2.42
3.3333,45,4.594132029,0.965770171,946,2.312958435,34.05,-118.36,2.547
3.0833,50,4.64116095,1.071240106,1724,2.274406332,34.05,-118.36,3.381
3.0707,52,4.923261391,1.151079137,900,2.158273381,34.05,-118.38,4.179
5.7509,47,5.21221865,1.009646302,724,2.327974277,34.05,-118.39,4.741
4.2404,52,4.442477876,1.022123894,590,2.610619469,34.05,-118.38,3.51
4.4191,52,5.799065421,0.981308411,526,2.457943925,34.05,-118.38,3.341
4.8958,49,3.754010695,0.764705882,458,2.449197861,34.05,-118.38,3.336
3.238,40,4.177619893,1.062166963,1133,2.012433393,34.05,-118.38,2.875
3.0956,35,4.485969388,1.121173469,1632,2.081632653,34.05,-118.38,5.00001
2.5806,47,4.739057239,1.143097643,1533,2.580808081,34.05,-118.35,2.341
2.0984,44,3.957356077,1.051172708,1374,2.929637527,34.05,-118.35,1.58
2.8793,42,5.062730627,1.014760148,674,2.487084871,34.05,-118.36,2.021
2.5658,45,4.806315789,1.071578947,1093,2.301052632,34.05,-118.36,2.52
2.8841,46,4.851015801,1.018058691,905,2.042889391,34.05,-118.35,2.908
3.1944,50,4.997512438,1.042288557,1130,2.810945274,34.05,-118.34,2.135
2.2725,39,3.421052632,1.024561404,723,2.536842105,34.05,-118.34,1.406
3.6435,52,4.819070905,1.012224939,1065,2.60391198,34.05,-118.35,1.958
2.6654,52,5.00913242,1.150684932,997,2.276255708,34.05,-118.34,2.594
2.532,39,3.734256927,1.022670025,2638,3.322418136,34.04,-118.32,1.727
2.2554,39,4.134185304,1.054313099,1140,3.642172524,34.04,-118.32,1.65
2.3526,48,3.807073955,1.054662379,953,3.064308682,34.04,-118.32,1.563
2.913,31,4.560669456,1.050209205,955,3.9958159,34.04,-118.33,1.925
2.0706,46,4.15862069,1.096551724,2300,3.172413793,34.05,-118.33,2.685
3.6373,52,6.841397849,1.077956989,1004,2.698924731,34.04,-118.33,4.2
2.7409,41,4.513978495,1.015053763,1369,2.944086022,34.05,-118.34,1.671
2.5955,35,4.150442478,1.074336283,2042,3.614159292,34.04,-118.34,1.397
2.2254,40,3.345218801,1.072933549,2140,3.468395462,34.04,-118.34,1.271
1.7014,37,2.932,1.058,1835,3.67,34.04,-118.34,1.232
1.8685,36,3.582417582,1.100732601,1672,3.062271062,34.04,-118.35,1.507
3.0856,49,3.717171717,0.895622896,668,2.249158249,34.04,-118.35,1.516
2.1711,45,4.713432836,1.065671642,713,2.128358209,34.04,-118.35,1.792
2.3214,48,4.367901235,1.059259259,993,2.451851852,34.04,-118.36,1.394
3.5161,45,4.662269129,1.100263852,1052,2.775725594,34.04,-118.36,1.57
2.3687,38,4.370967742,1.008064516,1019,2.739247312,34.04,-118.35,1.468
2.1078,43,4.707520891,1.055710306,1017,2.832869081,34.03,-118.36,1.335
3.0694,37,4.232876712,1.058219178,966,3.308219178,34.03,-118.37,1.222
2.0538,34,4.233986928,1.053594771,2331,3.047058824,34.04,-118.36,1.258
2.4635,41,4.312,1.128,1110,2.96,34.04,-118.35,1.694
1.9,44,4.726775956,1.136612022,537,2.93442623,34.03,-118.35,1.109
2.5625,45,3.997826087,0.997826087,1312,2.852173913,34.04,-118.35,1.38
2.6,42,4.988130564,1.068249258,987,2.928783383,34.04,-118.34,1.714
1.6581,48,4.005617978,0.929775281,784,2.202247191,34.03,-118.34,1.188
1.9408,42,4.707259953,1.156908665,1203,2.817330211,34.04,-118.34,1.346
1.975,35,4.699346405,1.088235294,794,2.594771242,34.03,-118.35,1.381
2.5927,33,4.595419847,1.129770992,1161,2.954198473,34.04,-118.33,1.615
1.7377,33,3.975945017,1.072164948,1714,2.945017182,34.03,-118.33,1.839
2.628,48,5.720657277,1.039906103,1400,3.286384977,34.04,-118.33,2.511
1.8333,47,3.832369942,1.02504817,1430,2.755298651,34.04,-118.32,1.511
2.0259,42,4.811989101,1.100817439,1117,3.04359673,34.04,-118.32,1.688
2.8654,44,4.520179372,1,544,2.439461883,34.04,-118.32,1.768
2.1046,35,3.981273408,1.167290886,2221,2.77278402,34.03,-118.32,1.14
1.9018,39,4.127906977,1.200581395,1911,2.777616279,34.03,-118.33,1.375
3.0132,47,5.606217617,1.025906736,455,2.357512953,34.03,-118.32,2.232
2.8971,50,5.507462687,1.041791045,1109,3.310447761,34.03,-118.32,1.278
3.1731,47,3.95890411,1.034246575,1272,2.904109589,34.03,-118.32,1.215
2.6098,52,4.598901099,1.075091575,1660,3.04029304,34.02,-118.32,1.271
2.0304,51,4.642032333,1.062355658,1355,3.129330254,34.02,-118.32,1.334
2.0042,47,4.875739645,1.023668639,1120,3.313609467,34.02,-118.32,1.142
1.8783,45,4.445333333,1.064,928,2.474666667,34.02,-118.33,1.182
2.1979,46,4.174863388,1.068306011,933,2.549180328,34.02,-118.33,1.257
1.6429,46,3.834162521,1.036484245,1552,2.573797678,34.03,-118.33,1.25
4.2218,48,5.075471698,1.006289308,684,2.150943396,34.02,-118.34,1.81
3.5357,44,4.68707483,0.873015873,1046,2.371882086,34.02,-118.34,1.569
1.89,49,5.22147651,1.185682327,1334,2.984340045,34.03,-118.35,1.24
2.2273,43,4.866972477,1.201834862,1510,3.463302752,34.03,-118.35,1.233
3.25,52,3.681034483,0.793103448,233,2.00862069,34.02,-118.35,1.347
1.9928,42,4.077844311,1.021956088,1634,3.261477046,34.03,-118.35,1.254
2.1324,36,3.671186441,1.159322034,1023,3.46779661,34.03,-118.36,1.438
1.8316,40,3.783387622,1.076547231,1847,3.008143322,34.03,-118.36,1.135
2.2368,38,4.444444444,1.193650794,1139,3.615873016,34.03,-118.36,1.2
1.6452,35,3.773858921,1.03526971,1666,3.456431535,34.03,-118.36,1.259
2.0879,38,3.896210873,1.05107084,2259,3.721581549,34.03,-118.36,1.207
3.3636,43,4.397394137,0.93485342,811,2.641693811,34.03,-118.37,1.409
2.4444,46,5.109014675,1.052410901,1151,2.412997904,34.03,-118.34,1.341
2.5156,49,4.136246787,0.953727506,896,2.303341902,34.02,-118.34,1.366
3.1442,50,4.507692308,1.003846154,685,2.634615385,34.02,-118.34,1.303
3.4306,49,4.886792453,1.041509434,765,2.886792453,34.03,-118.34,1.302
1.3444,47,3.793307087,1.104330709,1349,2.655511811,34.03,-118.34,1.25
1.7159,43,4.121580547,1.012158055,796,2.419452888,34.02,-118.36,1.897
3.9732,41,4.814189189,0.962837838,838,2.831081081,34.03,-118.37,1.884
2.6154,44,5.156498674,1.214854111,981,2.602122016,34.02,-118.37,1.932
1.5565,35,2.056890013,1.059418458,3013,3.809102402,34.05,-118.28,1.525
2.1696,39,2.724056604,1.021226415,1857,4.379716981,34.04,-118.28,1.534
2.0817,41,2.272413793,1.003448276,1224,4.220689655,34.04,-118.29,1.325
1.8571,40,2.808049536,1.080495356,1426,4.414860681,34.05,-118.29,1.438
2.4359,48,2.778234086,1.002053388,1945,3.993839836,34.04,-118.29,1.237
1.7225,50,3.600409836,1.069672131,2080,4.262295082,34.04,-118.3,1.8
2.4297,51,3.284313725,1.026143791,1227,4.009803922,34.05,-118.3,1.625
1.2786,39,2.140086207,1.090517241,1765,3.80387931,34.05,-118.3,1.219
1.9336,38,4.246013667,1.173120729,1768,4.027334852,34.05,-118.31,1.906
2.1162,35,3.622743682,1.030685921,1513,2.731046931,34.05,-118.31,2.292
2.3536,26,2.8265625,1,2543,3.9734375,34.05,-118.31,5
2.4048,33,3.95154185,1.066079295,2390,3.509544787,34.04,-118.31,2.083
2.0658,29,3.575438596,1.014035088,2070,3.631578947,34.04,-118.31,2.146
0.8351,29,3.237715803,1.151394422,2114,2.807436919,34.03,-118.31,1.5
1.9531,31,5.071264368,1.151724138,1194,2.744827586,34.03,-118.32,2.278
2.5833,52,3.823353293,0.853293413,954,2.856287425,34.04,-118.31,2.346
1.7109,24,3.888475836,1.087360595,1757,3.265799257,34.04,-118.3,1.75
2.006,37,3.769230769,1.023076923,1579,4.048717949,34.04,-118.3,1.5
1.767,37,3.711111111,1.088888889,2376,3.771428571,34.04,-118.31,1.703
2.0405,44,3.628037383,1.082242991,2049,3.829906542,34.04,-118.29,1.43
1.78,41,4.20610687,1.083969466,1868,4.753180662,34.03,-118.3,1.625
2.1518,35,3.303030303,1.045454545,1605,4.863636364,34.04,-118.3,1.528
2.1542,31,2.348993289,1.003355705,1272,4.268456376,34.04,-118.29,1.281
2.1471,32,2.322580645,0.978494624,702,3.774193548,34.04,-118.29,1.25
1.9167,42,3.19391635,1.058935361,2099,3.990494297,34.03,-118.29,1.364
2.0673,45,3.962184874,1.214285714,953,4.004201681,34.03,-118.28,1.516
1.2875,42,3.149305556,1.3125,822,2.854166667,34.03,-118.29,1.792
1.0219,29,2.921681781,1.140972795,3323,2.739488871,34.03,-118.29,2.583
2.0848,38,3.403628118,0.990929705,1777,4.029478458,34.03,-118.29,1.352
0.7473,22,3.116650988,1.161806209,2381,2.239887112,34.03,-118.29,1.688
2.135,27,3.885304659,1.028673835,1085,3.888888889,34.03,-118.29,1.196
2.025,46,4.56512605,1.071428571,1343,2.821428571,34.03,-118.31,1.355
2.8295,52,4.94025974,1.054545455,1233,3.202597403,34.03,-118.31,1.322
2.45,52,3.976271186,0.962711864,814,2.759322034,34.02,-118.31,1.114
1.4712,44,5.867924528,1.222641509,931,3.513207547,34.02,-118.31,1.058
2.4519,45,5.155797101,1.007246377,822,2.97826087,34.02,-118.31,0.981
1.2434,52,4.361904762,1.05,1186,2.823809524,34.02,-118.31,0.984
2.1571,47,4.446428571,1.109126984,1775,3.521825397,34.03,-118.3,1.479
2.7125,40,4.74789916,1.047619048,1138,3.18767507,34.03,-118.3,1.5
1.23,47,5.367346939,1.008163265,785,3.204081633,34.03,-118.31,1.384
1.8564,37,3.814814815,1.050754458,2586,3.547325103,34.03,-118.3,1.875
2.1173,34,4.123232323,1.044444444,1479,2.987878788,34.03,-118.31,1.566
1.3187,23,4.717451524,1.099722992,1333,3.692520776,34.02,-118.31,1.271
2.2981,46,4.584686775,1.088167053,1409,3.269141531,34.02,-118.31,1.121
1.85,49,5.096153846,1.161057692,1522,3.658653846,34.02,-118.3,1.168
2.087,21,3.622516556,1.08388521,1526,3.368653422,34.02,-118.29,1.413
1.631,34,4.516312057,1.095035461,2474,3.509219858,34.02,-118.3,1.375
1.5781,31,4.569739953,1.130023641,1522,3.598108747,34.02,-118.3,1.193
0.4999,29,2.373271889,1.055299539,2690,12.39631336,34.02,-118.28,5.00001
1.7546,50,1.625514403,0.95473251,948,3.901234568,34.03,-118.27,1.75
1.7115,51,3.359580052,1.107611549,1560,4.094488189,34.03,-118.27,1.25
1.6089,19,2.008733624,1.052401747,890,3.886462882,34.04,-118.28,1.625
1.2969,24,2.486434109,1.05620155,1932,3.744186047,34.04,-118.28,1.602
1.4167,25,2.200278164,1.084840056,2390,3.324061196,34.04,-118.28,2
2.1806,20,2.633554084,1.002207506,1880,4.150110375,34.04,-118.28,1.8
1.6037,44,2.767391304,1.030434783,1754,3.813043478,34.05,-118.28,2.75
1.8539,41,2.688456189,1.100139082,3121,4.340751043,34.03,-118.28,1.475
1.7976,40,3.218844985,1.209726444,2195,3.335866261,34.03,-118.28,1.646
2.2232,48,3.320960699,1.120087336,1772,3.868995633,34.04,-118.28,1.625
1.875,39,3.22705314,1.019323671,3050,4.911433172,34.02,-118.27,1.273
1.9375,52,2.927083333,1.072916667,470,4.895833333,34.02,-118.28,0.388
0.9234,40,2.736585366,1.385365854,662,3.229268293,34.02,-118.27,1.875
0.844,26,3.683566434,1.414335664,2821,4.931818182,34.03,-118.28,3.5
1.2989,25,2.980932203,1.165254237,1193,2.527542373,34.03,-118.28,2.25
2.1944,50,2.368421053,1.171052632,356,4.684210526,34.02,-118.25,1.583
1.8333,52,3.155555556,1.044444444,137,3.044444444,34.03,-118.24,3.125
1.2096,49,4.397058824,1.323529412,287,4.220588235,34.03,-118.26,1
2.1905,52,3.461956522,1.135869565,1655,4.497282609,34.03,-118.25,1.24
1.6302,32,3.18287037,1.037037037,1698,3.930555556,34.02,-118.25,1.307
1.5652,38,3.161290323,0.919354839,1308,4.219354839,34.02,-118.26,1.231
2.131,38,3.208823529,1.026470588,1786,5.252941176,34.02,-118.26,1.365
1.8382,40,3.850152905,1.107033639,1499,4.584097859,34.02,-118.26,1.264
2.1667,37,3.272151899,1.056962025,2173,4.584388186,34.02,-118.26,1.177
1.3134,48,3.6625,1.1,1859,4.6475,34.02,-118.26,0.962
2.0703,46,3.773413897,1.078549849,1607,4.854984894,34.02,-118.26,1.148
1.5603,41,2.709265176,1.031948882,1428,4.562300319,34.02,-118.26,1.096
2.2356,39,3.061403509,1.01754386,1046,4.587719298,34.02,-118.26,1.195
1.913,35,2.967462039,1.054229935,2239,4.856832972,34.02,-118.25,1.143
2.1957,33,3.254368932,1.019417476,2564,4.978640777,34.02,-118.25,1.008
1.2396,28,3.7578125,1.0625,596,4.65625,34.01,-118.25,0.903
2.3304,32,3.310606061,1.035353535,1792,4.525252525,34.02,-118.25,1.199
1.8485,48,4.754385965,1.315789474,571,5.00877193,34.02,-118.24,0.906
2.375,48,3.6,0.9,485,4.409090909,34.01,-118.24,1.075
1.8929,43,3.362586605,1.025404157,2098,4.845265589,34.01,-118.24,0.992
2.1466,31,3.450928382,1.068965517,1952,5.177718833,34.01,-118.25,1.008
1.7813,30,5.955882353,1.264705882,376,5.529411765,34.01,-118.24,1.275
1.0898,45,3.327659574,1.14893617,1030,4.382978723,34.01,-118.25,0.934
1.2857,36,3.724576271,1.110169492,1034,4.381355932,34.01,-118.25,0.993
1.3287,43,4.036723164,1.09039548,1412,3.988700565,34.01,-118.25,1.072
1.7425,43,3.358208955,1.012793177,1980,4.221748401,34.01,-118.25,1.005
1.4464,30,3.657794677,1.106463878,1280,4.866920152,34.01,-118.25,1.102
1.4653,38,3.383495146,1.009708738,749,3.63592233,34.01,-118.26,1.188
1.5089,47,3.904615385,0.993846154,1628,5.009230769,34.01,-118.26,1.158
1.9074,37,4.098662207,1.117056856,2824,4.722408027,34.01,-118.26,0.996
1.4524,42,3.523131673,1.028469751,1167,4.153024911,34.01,-118.27,1.268
2.1776,46,3.977375566,1.14479638,1010,4.570135747,34.01,-118.26,1.183
2.319,21,3.590163934,1.024590164,1505,4.112021858,34.02,-118.27,0.972
1.8652,35,3.498533724,1.041055718,1784,5.231671554,34.01,-118.27,1.161
1.2206,35,3.221579961,1.071290944,2106,4.057803468,34.01,-118.27,1.292
1.4327,47,4.167420814,1.194570136,881,3.986425339,34.01,-118.27,1.141
2.0817,43,3.319892473,1.034946237,1745,4.690860215,34.01,-118.27,1.133
2.148,46,4.273838631,1.046454768,1707,4.173594132,34,-118.27,1.038
1.7052,48,4.238095238,1.045351474,1834,4.158730159,34,-118.27,1.074
1.75,47,3.627906977,1.102325581,888,4.130232558,34,-118.27,0.958
1.8641,43,3.577996716,1.119868637,2624,4.308702791,34.01,-118.26,1.082
1.6221,41,3.825607064,1.086092715,1776,3.920529801,34,-118.26,1.042
1.7237,36,4.510917031,1.165938865,1112,4.855895197,34,-118.25,1.058
1.6382,36,4.02739726,1.058219178,1267,4.339041096,34,-118.25,1.05
1.5781,32,4.006578947,1.125,1292,4.25,34,-118.25,1.029
1.303,41,3.729957806,1.002109705,1721,3.630801688,34,-118.25,0.904
1.4792,34,3.656429942,1.05950096,2194,4.211132438,34,-118.25,0.958
1.2056,23,3.398843931,0.907514451,716,4.138728324,34,-118.24,0.875
0.9463,43,4.614973262,1.101604278,788,4.213903743,34,-118.24,0.95
2.2813,29,4.476340694,1.14511041,1696,5.350157729,34,-118.25,1.013
1.7132,38,4.40874036,1.064267352,1714,4.406169666,34,-118.24,1.082
1.875,44,4.666666667,1.208333333,504,5.25,33.99,-118.24,0.986
1.6731,41,4.036827195,1.053824363,1803,5.107648725,33.99,-118.24,0.882
1.5556,42,4.290322581,1.089184061,2496,4.736242884,33.99,-118.25,0.985
2.1793,39,3.932098765,0.984567901,1362,4.203703704,33.99,-118.25,1.079
0.8941,27,3.517467249,1.045851528,1457,3.181222707,34,-118.26,0.919
1.9208,37,4.150793651,1.106349206,2484,3.942857143,34,-118.26,1.034
1.852,40,3.967863894,1.132325142,2311,4.368620038,34,-118.27,1.015
1.3403,43,4.2,1.112820513,1213,3.11025641,34,-118.27,1.108
1.8917,43,3.51396648,1.06424581,1276,3.56424581,34,-118.27,1.069
1.8242,47,4.257990868,1.061643836,1916,4.374429224,33.99,-118.26,0.95
1.6901,36,4.344827586,1.088362069,1807,3.894396552,33.99,-118.26,1.035
1.9531,30,4.097560976,1.138211382,529,4.300813008,33.99,-118.27,1
1.4886,35,3.304964539,1.042553191,1153,4.088652482,33.99,-118.27,1
1.8086,38,3.5,1.111940299,1783,4.435323383,33.99,-118.27,0.971
1.8824,46,3.0625,1.159722222,621,4.3125,34.01,-118.28,1.625
2.1382,46,2.935828877,1.139037433,1510,4.037433155,34.02,-118.28,1.563
1.1667,40,4.004524887,1.411764706,799,3.615384615,34.01,-118.29,1.438
1.9152,48,4.443624868,1.153846154,3298,3.475237092,34.01,-118.3,1.223
1.2446,27,4.147727273,1.185606061,1768,3.348484848,34.02,-118.3,1.038
1.1563,26,3.592459605,1.044883303,2044,3.669658887,34.02,-118.29,1.188
1.6699,42,3.6096823,1.013615734,2327,3.520423601,34.02,-118.3,1.08
1.7961,35,4.081850534,1.03202847,818,2.911032028,34.01,-118.3,1.117
1.7386,50,4.993174061,1.208191126,912,3.112627986,34.01,-118.31,1.094
1.6667,41,5.2039801,1.074626866,727,3.616915423,34.02,-118.31,1.169
1.6955,43,4.79787234,1.134042553,1568,3.336170213,34.02,-118.31,1.152
2.0417,39,3.78976234,1.034734918,1246,2.277879342,34.01,-118.31,1.171
1.6851,46,4.948660714,1.091517857,1227,2.738839286,34.02,-118.31,1.088
2.5263,48,5.108433735,1.068273092,1357,2.724899598,34.01,-118.31,1.21
1.8214,52,5.736486486,1.06981982,1417,3.191441441,34.01,-118.31,1.232
3.0759,52,4.898907104,0.956284153,1303,3.56010929,34.01,-118.31,1.237
2.3942,42,4.329787234,1.186170213,511,2.718085106,34.01,-118.29,1.232
1.6505,50,3.838765009,1.154373928,2247,3.854202401,34.01,-118.29,1.25
1.6875,52,4.5390625,1.096354167,1206,3.140625,34,-118.3,1.16
2.5885,52,4.842639594,1.086294416,1271,3.225888325,34.01,-118.3,1.362
2.0625,52,4.323353293,1.026946108,1154,3.45508982,34.01,-118.3,1.344
1.7143,34,3.114864865,1.047297297,2450,3.310810811,34.01,-118.28,1.32
2.3403,46,3.602620087,1.010917031,1992,4.349344978,34,-118.28,1.141
1.4639,6,3.689826303,1.161290323,1509,3.744416873,34,-118.29,1.125
1.6036,39,3.251082251,0.896103896,1010,4.372294372,34.01,-118.29,1.375
1.0539,30,2.934322034,1.097457627,1730,3.665254237,34.01,-118.29,1.425
1.8656,50,3.377922078,1.031168831,3080,4,34.01,-118.28,1.229
1.2065,43,3.008438819,1.033755274,880,3.713080169,34,-118.28,1.036
1.2175,52,2.890909091,1.12,1118,4.065454545,34.01,-118.28,1.313
2.3309,48,2.569148936,1.010638298,775,4.122340426,34.01,-118.28,1.266
2.125,38,3.759864713,1.038331454,3612,4.072153326,34,-118.28,1.188
2.0938,42,4.036842105,1.097368421,1295,3.407894737,34,-118.28,1.192
1.2778,42,3.461538462,1.149797571,890,3.603238866,34,-118.28,1.125
1.432,44,4.049155146,1.113671275,2182,3.351766513,34,-118.28,1.24
2.1607,48,4.401162791,1.093023256,1353,3.933139535,34,-118.28,0.961
2.1354,44,4.613157895,1.018421053,1165,3.065789474,34,-118.29,1.058
1.2347,41,3.836518047,1.04670913,1731,3.675159236,34,-118.29,1.117
2.7727,52,4.867158672,1.088560886,898,3.313653137,34,-118.29,1.286
1.1806,40,4.917391304,1.22173913,859,3.734782609,34,-118.3,1.346
1.5179,52,4.02266289,1.005665722,1080,3.059490085,34,-118.3,1.161
2.0809,52,5.631004367,1.07860262,1558,3.401746725,34,-118.29,1.096
2.0958,52,4.735955056,1.058988764,982,2.758426966,34,-118.3,1.164
3.05,52,5.445378151,1.033613445,853,3.584033613,34,-118.3,1.116
1.6892,52,5.586956522,1.119565217,939,3.402173913,34,-118.31,1.291
2,52,5.506410256,1.134615385,1026,3.288461538,34,-118.3,1.28
1.933,52,4.024691358,0.935802469,1413,3.488888889,34,-118.31,1.2
2.1116,52,4.419249592,1.04730832,1751,2.856443719,34,-118.31,1.225
1.9792,47,4.816770186,1.124223602,1329,4.127329193,34,-118.31,1.164
1.6559,48,5.161662818,1,1363,3.147806005,33.99,-118.31,1.014
2.0915,47,4.57957958,1.078078078,982,2.948948949,33.99,-118.31,1.266
2.2339,45,4.712025316,1.07278481,791,2.503164557,33.99,-118.31,1.048
1.7083,44,6.83935743,1.437751004,789,3.168674699,33.99,-118.31,1
1.5846,46,4.375838926,1.067114094,1766,2.963087248,33.99,-118.29,1.148
1.8317,47,5.061420345,1.128598848,1903,3.652591171,33.99,-118.3,0.965
1.9853,47,3.992779783,0.962093863,1903,3.435018051,33.99,-118.3,1.011
1.275,46,3.751091703,1.023289665,2446,3.560407569,33.99,-118.28,0.983
2.0542,46,4.422535211,1.06639839,2067,4.158953722,33.99,-118.29,1.034
2.5848,52,3.899696049,1.039513678,1363,4.142857143,33.99,-118.28,1.019
1.7159,49,4.491735537,0.993801653,1861,3.845041322,33.99,-118.28,0.95
1.7849,46,4.294326241,1.138297872,1153,4.088652482,33.99,-118.28,0.993
2.6667,52,5.342512909,1.110154905,1498,2.578313253,34.01,-118.32,1.28
4.2554,50,6.365384615,0.984615385,672,2.584615385,34.02,-118.32,1.943
3.3906,48,5.732352941,0.905882353,823,2.420588235,34.02,-118.32,1.897
3.1548,50,5.401759531,1.105571848,817,2.395894428,34.01,-118.32,1.577
2.4022,47,4.741847826,1.008152174,1079,2.932065217,34.01,-118.32,1.234
4.26,46,5.959785523,0.967828418,968,2.595174263,34.02,-118.33,1.826
3.7727,47,4.536082474,0.890034364,653,2.243986254,34.01,-118.33,1.93
