target,text
complaint,My flight's delayed because of maintenance issues. Why God why?That's my new character: Overreacting guy.  has provided snacks!
complaint,"&amp; all I get from customer service is sorry sir, theres nothing I can do but rebook them for tomorrow morning. #Really?"
complaint,Why is  always having issues? My flight is delayed because of a missing engine part... Seriously? This is why I prefer
complaint,you are the absolute worst! Overbooked by 10 then take seats away from loyal customers and stick them in a crappy seat isn't loyal.
complaint,"One cancelled flight, one delayed flight, and finally, now a very hot plane -the joys of spring time travel on"
complaint,2 hours and 10 minutes sitting on a ******* plane at LaGuardia. go **** yourself
complaint,A lot of people are blaming  for all these missed flights to Houston. Its actually because Phoenix airport is the miserably slow
complaint,This is just unacceptable need a better security checkpoint for ur customers that r first/priority  #ORD
complaint,Flight delays happen but boarding and then making us wait another 45 minutes is the worst. Think I'll pass on flying  in the future
complaint,been on your phone support call for whole day Sunday. No one picked up and no callback received even after opting for it.
complaint,Disappointed  in #lackcustomerservice. Requested refund &lt;30 minutes. 21 days later denied. Glad other airline was more helpful.
complaint,And thanks to  I'm going to miss my connection to Phoenix. God I hate this industry
complaint,In Tokyo and  is not showing up how they are supposed too.
complaint,"Some ppl are so rude on planes. Would love a rate your fellow passenger app, cause this guy deserves a negative rating!!"
complaint,Won't fly  again. on standby hoping to make it destination 4 hours later if they have room. unhappy customer
complaint,is this a joke? You upgrade my companion not me ans then stick me in a middle seat?!?! It's my upgrade vouchers?!?
complaint,I am not pleased about this.  Clearly identified at purchase as version 2 of 767-300 at purchase.
complaint,so disappointed! Flight change. Zone 2 had to Check bag. You just added 45 minutes wait time to my day. Only fly ya when I forc
complaint,you once again disappoint
complaint,"your callback service just hung up on me without letting me speak with a rep, and now I gotta wait another 22 minutes"
complaint,Reading all these complaints towards  do you guys even do anything with these complaints? So many customers refusing to fly AA
complaint,Today I call and  says that the change fee is $200...more than my ticket. Totally opposite than what I was told previously
complaint,No excuses for flight delay  I will never fly you again
complaint,"Think I may need to start flying  instead now, can't trust  to ever take off in time"
complaint,"I hate when  allows people to save seats, esp. exit row seats for a C group passenger!"
complaint,"EMT had to be called. Elderly woman having blood pressure issues. Flight delayed 5hrs, no food/drink offered to us."
complaint,is the absolute worst. ! Never fly with them. Overbook then not want to compensate for another flight
complaint,"Why is hold time for an agent never less than 10 minutes, often 20 minutes?    have much better service!"
complaint,Bkd thru  +  denies us our 2 free checked bags + TSA precheck. Thx 4 ruining the start of our honeymoon. #theunitednorm
complaint,thanks for ******** my family over
complaint,totally unsatisfactory: on flight 5450 (dca-ord). delay increased 90 min in the last 45 min. Wth?! Clear weather
complaint,"The worst airline in the world. Today I had the worst experience with you, so definitely I don't recommend this airline."
complaint,Sitting at CLT waiting for a gate longer than the flight. Not my best experience with  tonight.
complaint,#AmericanAirlines  Customer Service is the WORST in the industry!  Doesn't care about us passengers...Only the money!!!
complaint,ord to phl 1141-easily the rudest flight crew ive ever come across. congrats
complaint,Have you no shame  needs change
complaint,#americanairlines dissappoints AGAIN poor #customerservice &amp; #flight #attendants without any critical thinking
complaint,you ruined my birthday. thanks.
complaint,Never ever flying  againÃ°Å¸ËœÂ¡
complaint,Great communication between mechanics and operations for flight 665 (ord to Rsw).  Pointless updates.  Customers left waiting.  Bad!
complaint,"disgusting customer service , I'm sure no there even has a soul"
complaint,When u take the late flight and it gets delayed....works gonna suck tomorrow
complaint,"Went to your business lounge, was asked to pay for cashews. Are you kidding me? Worst lounge ever."
complaint,"1 of ur employee just called the police threatened me, telling me we're in Costa Rica,he could do what he wants"
complaint,That awkward moment when  AA 2577 was delayed to 1030pm but boarding hasn't even started at 1033pm #exhausted
complaint,was horrible when I flew to Cabo in Dec. w/ 20 friends. Service=bad Plane=DIRTY No screens. Now you lose  luggage
complaint,Wish crew would turn on AC on flight #5626 to LIT. Extremely hot in back of the cabin \U0001f633
complaint,40 mins and still no bag for 2381 at MCO. WTH  ?
complaint,"And as always,  continues to show us how NOT to treat customers. Absolutely #disgusting #terrible #customerservice"
complaint,Hey  what the **** is wrong at LGA? I am never flying again.
complaint,"So  being massive jobsworths again. FYI, South African immigration dont give a **** about the rules you try to enforce for them"
complaint,you service rn is absolutely horrible
complaint,For the last time I've had a horrible experience w/  in Philadelphia: its a reliable pattern &amp; you've lost my trust &amp; business.
complaint,Always a terrible sign when you can only get a busy tone when calling  custom service line.... #cancelledflight #nohelp
complaint,**** you  never again.
complaint,a very bad situation with a 14 yo girl stranded in an airport far away from parents. Not happy.
complaint,"Maybe one day, someone from  or  will be able to tell me if I'll ever see my luggage again. It'd be a proper fckin miracle"
complaint,Thanks to  what was supposed to be an evening flight turned into a red eye. #strugglebus today Ã°Å¸ËœÂµÃ°Å¸â€™Â¤
complaint,shame on your flight attendants.
complaint,Flight 154  Narita to Chicago cancelled on 4-17.  No help from this airline.  Passengers left on their own.  YOU SUCK.
complaint,you've already  wasted our entire day with delays! Now you want to pack us in a room and hand us cots and think that's ok??
complaint,You see all these  ads that promote wifi and free TV but there's never anything on the planes I fly on.
complaint,Gate agent in RDU gate C17 Jason Spears is rudest guy I've ever met. Refuse to fly AA if this is how they treat people.
complaint,time to fess up about integration w/ Alaska thru DCA.  Have to check in separately or go to counter to get tix. #horrible
complaint,we do make considerations for our premium customers...  I have to spend more to get what I paid for?
complaint,this is the shape I found my board in when I landed. Cover WASN'T EVEN CLOSED PROPERLY. Unacceptable.
complaint,Worst. Airline. Ever.
complaint,Will we make it to Paris? Insanely awful service at  at DCA suggests we might not. We've even been called liars!
complaint,just charged me to check a bag bc I bought my AA flight before I got my AA card. #frustrated
complaint,"I'm excited about my trip, but your very rude employee just reminded me why I always choose  when flying domestic Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡"
complaint,In line for 15 mins at laredo international at the counter of  with 4 other people and still no one to attend us.
complaint,what is the story with DAL724?  I heard it's delayed but there are no updates in the airport #confused
complaint,"1st flight delayed 3 hrs, missed connection. Rebooked flight delayed 2hrs. Why do you hate me? #UnitedAirlinesisonmylist"
complaint,All of us had to wait for flight attendants to arrive &amp; your best isn't worth the extra money I spent  
complaint,the flight attended was very rude on the plane basically ordering my companions to the jetway and then in the jet way
complaint,can't seem to get their flights to connect properly.  Looks like you'll be getting some more business.
complaint,I swear I will never fly with  airlines ever again. I have had the worst experience leaving &amp; returning home.
complaint,need a better system to forewarn people about sitting next to dogs or better policy. Unacceptable Ua443 \U0001f612#unitedairlines #united
complaint,Unbelievable that you wait 45 min on hold and  doesn't apologize or fix the problem they caused.  Time to switch airlines.
complaint,"after a 5 hr delay from SJU to DFW, lost my connecting flight and u gave me the worst sit ever"
complaint,what's the point of booking seats if you never honour them? And always give worse seats
complaint,The only reason airlines don't go bankrupt becaus of bad service is because they're all equally bad  #UA343 #GetOrganised
complaint,once again is delayed because a maintenance issue. . . .
complaint,Reasons  is better: it costs me $5.60 to redeem my miles.  wants $80.60 for a ticket that'd be $120. No thanks.
complaint,#Aggies win and #Longhorns lose and I missed all of it thanks to  #aa527
complaint,y'all are horrible. 3 flights in a row with mechanical problems. This time didn't even notify me the flight was cancelled.
complaint,locked out of my  acct &amp; their 15-20min hold status is up 1hr + this is ridiculous! I took a snap 37min mark
complaint,AA220 pulled into a gate 60 minutes after landing. Not sure what's worse the delay or the fact that there was no response.
complaint,"You're insensitive and ruined our 'supposedly' beautiful family quality time vaca, costing us $20,000 and the kids health."
complaint,has ruined a daytrip to Tokyo and now Kuala Lumpur. Lesson learned: Avoid AA when flying to Asia. #StopCancellingMyFlightsAA
complaint,****  One **** customer service desk with 2 employees for the entire Phoenix airport. What kind of **** show is this?!
complaint,"FYI: When you have a change of equipment, the mobile app never works properly (not to mention I seem to get a worse seat). Thx"
complaint,and I have a love/hate relationship. Please stop delaying my flights. #purelypr
complaint,First time flyer on this airline. stuck in Dubai after flight cancelletation! Never flying with this airline again!
complaint,Flying  to YHZ. I've never seen a gate agent so efficiently tell passengers to frig off. I'm almost impressed how rude he is.
complaint,"rather disappointing experience, and that's after she had a broken tv on way out and no entertainment for nine hour sector :("
complaint,lost my bag AGAIN! #ThanksForNothing #worstairlineontheplanet
complaint,Thanks for your confusing seat upgrade program. Being a skymiles medallion member has no meaning now.  Delta Sucks!
complaint,thank you for making me sit in your plane for 4 hrs now giving me false hope as to when my flight is going to take off #grateful
complaint,Actions speak louder than words and  purposely misleads its customers. #transfarency I think not
complaint,Very disappointing you get different answers/service to questions depending on which employee is asked #executive platinum
complaint,flt1642 out of Den nonweather delay 2 hours-info says flt to leave in &lt; 5mins- plane is at gate-No flt attendants-What's up??
complaint,thanks for 7 holliday hours in the airport americanair....before 8 hours direct flight...
complaint,thoroughly disappointed at  . Rude flight attendants and religious #discrimination at its best! #SouthwestAirlines
complaint,miserably cold flight from SJCÃ¢Å¾Â¡Ã¯Â¸ÂLAS today.  #288 was waaaay too cold.  I'm always a southwest loyal but it was miserable :(
complaint,severely frustrated and have lost all faith in you as in airline. This customer service experience has been pitiful
complaint,How does a brand new B787 have maintenance issues? Delayed over four hours at ORD thanks to
complaint,what's the point of paying for group 1 when gate lets anyone board? LAX 48B to LAS #incompetence #LAX
complaint,Want to praise great service? AA doesn't make it easy. Paper+Stamp+Envelope+Mail? Poor UX. 
complaint,Overbooked flight. No one in Nashville gave up seat. UMs can't checkin online for  so he wasn't a priority apparently...
complaint,why have a customer care number when it is absolutely inaccessible *all our agents are currently busy* on repeat. Unable to pay
complaint,just received a call from one of your call Centers and was sworn at by the adviser. Appalling customer service!!
complaint,Customer service  really isnt their forte. Destroyed 1 bag of mine in past-  Received bag a day late this trip. Losing respect!
complaint,what a horrible experience we just had at MIA #unhappycustomers
complaint,Don't fly with  Watched their baggage handlers throw bags on the floor by the plane. broke my bag and I'm missing items.
complaint,I thought that websites were there to help us but actually it makes our lives less safe and more complicated
complaint,When you are so looking forward to a night in your own bed and your last flight of the night is delayed 2 hrs for some reason..
complaint,Worst airline for international hauls. Basic and unfriendly service. Avoid at all costs!
complaint,all of these delays Ã°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸â„¢â€žÃ°Å¸ËœÂ­
complaint,your gate agent Kate in Austin is incredibly rude. But the admirals club team there is wonderful.
complaint,"No working toilets on a flight while I travel with two young children? Thanks for this travel moment,  #AmericanAirlines. #AA481"
complaint,Book  if you like your vacation ruined!!
complaint,Using my tax refund to never fly  ever again thanks
complaint,I just spent 75 min on the phone to work around a bug in your system that failed to book a flight I booked two months back.
complaint,this is the second flight of yours that has been late/delayed today. I'm not very happy about this. What can you do to fix this
complaint,is the WORST airline ever! Being Exec Platinum at  I am shocked that you partner with such an airline. Pls revisit ASAP
complaint,#badcustomerservice expected from  all-out incompetence a bit surprising.
complaint,Waiting for actions  for a horrible experience that AA already admitted fault for. I have email chain to confirm.
complaint,have flight delay that will cause missconnect. Looking to be rebooked.
complaint,"I cannot believe they can be that insensitive on the matter. Not to mention, the refund service center is unreachable by phone."
complaint,You always make excuses for your delays and it really is unacceptable. Plane isn't even here 10 minutes after board time.
complaint,disappointed in service. Supposed to be in fort worth but instead a military base.
complaint,Last time I will ever fly with  you guys have the worst customer service. 45 mins just to check into my flight with no line!
complaint,. i use you for almost all my flights but i won't give money to an airline that treats ppl this way
complaint,"Disappointed that Army son treated poorly flying back to US after 1yr serving overseas. $225 for duffle bag, rude attendants"
complaint,why not turn the AC on when the plane is full of people sitting in Texas heat?!
complaint,flight delayed again (every time) blame weather but it's really a crew issue. You don't think people talk or have social media.
complaint,"Amazing flight with  especially compared to the awful quality of my  flight to San Diego. Southwest, step it up."
complaint,"I hate you  you're freaking always late, always!!! C'mon..."
complaint,"You'll never believe it, but I'm on an  flight and - gasp - THIS PLANE IS OLD AS ****! #mergerdowngrade #sellitforscraps"
complaint,I have been contacting cust. Relations about my refund since 3/1/16.. Still no response ?
complaint,worst airline to ever exist.
complaint,SW Angela wouldn't issue tix for daughter's FLT this morning; Was at tix counter 41 min before FLT. Needed to be 45 min. Thx.
complaint,trying to book using  miles for Feb 2017 (your partner airline) to be constantly told unconfirmed #badservice
complaint,any updates on my last post on 3/16? Still waiting to hear back about my refund and credit. #thisisgettingridiculous
complaint,worst airline there is.  First give me grief at check in.  Now a 2 hour delay which makes me miss all of my connecting flights. Thnx
complaint,shockingly poor service today from my favorite airline.
complaint,never flying you again...your customer service is dreadful. Congrats  you just picked up a frequent flyer!!!
complaint,.  said you would call me back within 30-40 mins and I'm still waiting at 50 mins. #NeverAgain
complaint,"Can we agree  is WORST airline, hands down? 2 planes w/mechanical, now stranded NY LGA trying to get to OHare. Pretty basic."
complaint,"I used to think Southwest Airlines was a positive change from the rest, but... **** you,"
complaint,I'll never fly  again. How disgusting.
complaint,As much as I hate flying with  they are offering me a better price and more convenient arrival/departure times than  Ã°Å¸ËœÂ£
complaint,always provides the absolutely worst service.
complaint,awful service. Seattle-SFO-Singapore flight in partner with  rebooked wrongly by virgin America authorities
complaint,Priority? 25 min. in priority line in LAS  then intimate random screen  precheck. Hope rest of trip home goes better.
complaint,are you really going to bump us from our flight home after a 14 hr delay? For ANOTHER mechanical issue???? #ClassAct
complaint,Could say it's been the worst day: Cancelled flights 2changed airlines 7delays. But #Mariah w/  is the freaking best! #Giveheraraise
complaint,what's up with the sudden cancelation and autorebooking of my flight in the most inconvenient way?  Never flying American again
complaint,"and  have eliminated bereavement airfares, according to  . That's ******. And greedy.  Truly ****** &amp; greedy"
complaint,3x flights via Delta&amp;3x a disaster. School sponsored group trip-3 seats short from overbooking #DontFlyDelta #worst
complaint,this is so ridiculous.
complaint,as usual the app is wrong plane delayed no notification and no communication. Why even fly American when so many others
complaint,"Seriously, - You bumped me out of my economy plus seat I snagged a week ago!?  Thanks for continuing to lower my expectations of you."
complaint,Hey  poor customer service from your C.S. desk in Denver. Very dismissive and gave us inaccurate info causing us a longer delay.
complaint,Delayed leaving Indy. I just want to go home. Ã°Å¸ËœÂ­
complaint,NOW your hostitute is threatening people with cameras? Are you kidding me?
complaint,Worst flight delay in history
complaint,And all I have been told is sorry. Like nothing complimentary? Like where is the customer service? Like do you care?
complaint,So disappointed   Tried to update my reservation and got bumped from A to C even after I paid early bird. #badcustomerservice
complaint,shout out to y'all for not letting my family fly out of Ecuador yesterday. Thanks for adding more stress on my family
complaint,12 hours later and still not in Austin. Thank you  #longestdayever #theworst
complaint,second time in 2 consecutive flights you have lost my luggage. I'm done flying your airline service.
complaint,more than an hour delay. Hot and uncomfortable on plane waiting to take off. #unsat
complaint,"in DFW, the gift I bought for my boyfriend was stolen from my checked bag. Flight 2480 DFW to LAX #thieves"
complaint,horrendous customer service experience today and looking to speak with someone interested in retaining a loyal customer
complaint,so disappointed! You broke wheel off my luggage!
complaint,I may just go ahead back to  for my next few flights. I'm saddened by how unimportant customers are to  and
complaint,Thank you  for giving away my seat for which I had checked in and was holding a worthless boarding pass. 
complaint,misplaced our bags from AUH to SFO. 24 hours and still no update. Filed ticket with  the domestic partner.
complaint,"first flight cancelled, second flight is now over an hour delayed. This is the worst service ever. I want a refund."
complaint,tried to change a flight this morning. A couple calls to the customer service number but never got called back?
complaint,WORD OF ADVICE: do NOT fly American Airlines. Literally the worst experiences I've ever had with airplanesÃ°Å¸Ëœâ€™Ã°Å¸Ëœâ€™
complaint,u are the absolute worst airlines. I will NEVER use u again. #discrimination
complaint,"also if the delay to get through/luggage security is longer than the time before boarding, but no express pass?"
complaint,awesome  you're the worst.
complaint,thanks for being so useless a  employee felt so bad he helped us get on a flight tonight. Never flying Virgin again.
complaint,When  is so off schedule like today  it's a PR nightmare for  I should have gone skiing! #travel
complaint,seriously?!?This isn't even close 2 the roped lines.I've NEVER seen a security line this long.  #refund
complaint,you should take notes from  who know how to treat their customers. Because you guys suck
complaint,please don't race to the bottom with the rest with economy minus service. Go the other way.
complaint,I will never understand why  delays their flights 10 minutes at a time. 3 minutes before boarding.
complaint,Awful service for last minute business trips     #stopoverpricing #itisonly1hourflight
complaint,"2 months after my flight is cancelled due to snow, and I get an email from  that they can't issue a refund... Worst airline ever"
complaint,"flight UA 749 Hayden, CO to Houston IAH customer service totally unacceptable. They bumped my parents off a flight"
complaint,Platinum on AA doesn't mean much. Denied priority boarding due to AA mistake. AA Rep wrong &amp; not nice! #TravelNinja
complaint,#miaairport luggage is awful. Luggage arriving after 30 mins. No premium luggage... what's the point?
complaint,"thAAnks for your rude agents. after 30 min wait, your agent hangs up when i asked her not to butcher my name. #platinumstatus"
complaint,Been sitting on this ****** plane for an hour now and it hasn't even moved yet... Never flying this **** again
complaint,Ticket counter reps must be the most unhappy people on earth. Totally not helpful. 
complaint,Sorry not sorry for the hate tweets to  - Americans pay way way too much for poor airlines like this who are rated in the bottom 3.
complaint,flight cancelled and no information whatsoever on anything. This is outrageous.
complaint,really disappointed with the lack of service at Atlanta airport. Couldn't get on an earlier flight to get home to my kids!
complaint,that feeling when ur flight is delayed 2.5hrs &amp; then you can't get off the plane bc there aren't enough gates Ã°Å¸ËœÂ¡
complaint,"I don't blame any of your employees, but I do blame your Organization.   #badcustomerservice"
complaint,Seriously  Airline nightmare. No info. No water. No leaving ORD! #kidsarethirsty #aafail #wewantboston
complaint,Thanks again  for delaying the flight. Can't wait to drive home at 1am
complaint,stop being *** holes. If i'm on the phone w/ u changing my ticket don't up the price $100 half way through the call! #AAssHoles
complaint,soo you just canceled my flight from Pittsburgh to DC. What's the problem + help me get home TONIGHT please!!!
complaint,Worst customer service EVER!  Ã°Å¸â€˜Å½Ã°Å¸â€˜Å½Ã°Å¸â€˜Å½
complaint,Very disappointed and frustrated with  today
complaint,Can't believe how unhelpful  has been today with all of their flight cancellations. So much for customer service.
complaint,Checked in today @ business class checkin 0715 at Heathrow Terminal 3.Unfriendly service. Rude staff.A smile goes a long way
complaint,"Great, my flight is delayed #SaidNoOneEver #vegass2016"
complaint,Thanks  for my class getting cancelled on monday!
complaint,"Sad to say, but as a  premier flyer.. Im happy my returning flight is on Southwest. United you owe me..That experience was ridiculous"
complaint,"watching your in-flight video about United Clubs. What a load of lies.Newark has none of that. Rubbish food, ltd bar, worse service"
complaint,flight sched. To leave SBN 825 this am no gate agent no idea of flight status time now 1000 am. The worst to feel stranded.
complaint,"Do not fly  if you can keep from it, terrible experience today as always.   is sooo much better."
complaint,What do you get when you combine 2 huge airlines? Twice the terrible customer service#whocares#notUSAIR
complaint,#HELP! In the UK. Tried to call US customer service. 1 hour wait. Couldn't give call back # bc in UK. Need to change flight
complaint,Seriously: NEVER EVER FLY UNITED  They have the worst customer service. EVER.
complaint,Never flying  again.
complaint,shocked that you have the audacity to try and charge me to reinstate my reservation for something that is your mistake!!
complaint,"Thanks  for using this small plane, I have no room and the person next to me is practically on top of me Ã°Å¸Ëœâ€˜"
complaint,delayed because AC not working and no word on when we might leave. I have a performance I have to be at!
complaint,Dad has heart attack. Racing home.Tell gate agent.He says I MUST close doors now 4 ontime departure and ignores me #CruelSWA
complaint,Not a great experience on  this week \U0001f61e
complaint,"AA is the worst! Not only can you not help, YOU LIED that you would! How hard is it to get a name updated! Outrageous!"
complaint,Stuck in Ben Gurion airport because of   incompetent management. I guess that's one less vacation day for us....
complaint,delayed over 3 hours and the rudest supervisor for flight 403.
complaint,The last two days have not been the best.. American Airlines you frustrated me and cancelled my plans  smh
complaint,Once again dealing w/ the worst customer service even when all went wrong is just frustrating. No one is taking responsibility
complaint,"Not impressed w/ my delayed flight in YUL, causing missed flight to Sydney &amp; an unpaid hotel overnight layover @ LAX! #TripGoneWrong"
complaint,"Loyalty matters! Shoutout to  for not making me pay $1,200 in change fees due to work travel changes. Ã°Å¸ËœËœ #FrequentFlyer"
complaint,My  flight pushed back 6 hours is now delayed another hour.
complaint,"AA - my TSA Pre always works with United, Delta, Southwest and any airline but never with AA. Your cust service can't help."
complaint,we have the worst seats ever on UA448. I'm a 240 pound powerlifter. Trust me when I say you DON'T want me in the middle. Help?
complaint,Hey  ... You guys charged me 3 times for a seat upgrade... Called customer support only to be told that she can't help me...#robbery
complaint,Wow. They rebooked us for 6:00pm.  I am the maddest I've ever been. You delayed us getting to security and then left early.
complaint,"Nobody answering at customer service, email full, no answer on Twitter  ......y'all real foul for this"
complaint,"left my grandma at the airport in Yuma without any notification and barely any help, she's 80 people, she doesn't need this"
complaint,Very disappointed with  customer service. Couldn't take a flight as my grandfather passed away &amp; they've been no help
complaint,"Not sure how  makes money with so much confusion, frustration, changes, and overall poor service. #neveragain #JetBlueMint"
complaint,Worst flight 840 service ever  from SYD to LAX.  FAs don't know what they're doing or run into you with no apology
complaint,Sheer incompetence of holiday reps made us miss first half hour of holiday but all good now we're here  
complaint,"your Reagan National operation is atrocious! Chaotic check-in, no seat assignment, no customer service to help resolve #fail"
complaint,no one knows where my bag is : I'm going to be wo clothes for 2wks !!!
complaint,This is my first and last flight with you. From your ****** tsa this morning to your overbooked flights you are indeed the worst Ã°Å¸ËœÂ¡
complaint,has become the worst airline EVER
complaint,disappointed that 1) my flight from MNL to SG is delayed and 2) i wasn't informed
complaint,"So since  can't handle customer service properly, our trip is ruined because of canceled flights with no possible reschedule."
complaint,ur the worst waiting on the airplane for 1 1/2 just for a cover to a light seriously!\U0001f621
complaint,are you going to refund all of us if we miss this flight because of TSA? Waiting over an hour. Supposed to board in 3 minutes
complaint,board everyone. Decide plane is broken. Deplane and move gates. 4hr and counting? #disaster #yousuck
complaint,"I do have an idea, though. 1 free beer for every hour delay? Whatdya say,  Ã°Å¸Ëœâ€° #travel"
complaint,"thanks for making me miss my connection, holding other flights but not mine, and the customer service line."
complaint,Mx worst custom service Ã°Å¸ËœÂ¡ over 1 hr holding for a cancel.Booked less than 10 min bfore &amp; still didnt get what i asked forÃ°Å¸ËœÂ¡
complaint,I do want to thank you for starting out my week with late flights and missed meetings.
complaint,"why can't you hold a connecting flight an extra 5 minutes..,very unhappy right now"
complaint,and they just hung up on me after waiting for them to give me your customer care number because this is wrong policy you have
complaint,"Funny,  notification says flight delayed by weather. Pilot just announced our delay is maintenance."
complaint,Hey  your Halifax customer service reps are the worst! Way to go!!
complaint,So disappointed in the service at JFK from  this non-platinum customer may think twice about booking with American again. \U0001f621
complaint,Currently trapped in Texas because they don't have a plane for my flight that was suppose to leave an hour ago. Thanks  Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’
complaint,when are you going to answer for your terrible behavior?  #EAD2016
complaint,your employee took my luggage without checking it so now my bags are lost somewhere in Miami airport and no one will help me
complaint,In an amazing turn of events  has three broken airplanes in Houston so we are stucked here until they feel like it. I hate you.
complaint,My flight has now been delayed 4 times. Never again
complaint,I payed 8 dollars for some internet that barely work... Never again
complaint,The joke is real on 
complaint,SO disappointed in  and their ability to retrieve items left behind when reported quickly and exact location known.
complaint,Great Job  for changing my flight schedule and ruining my wife's 40th bday gift! Can't sit together!!!!
complaint,This plane doesn't have wifi. Update your planes  . It's 2016 and we pay $400 per round trip ticket w/ dirt cheap gas prices
complaint,- Delays happen (into Boston at 3:30AM is no fun) but why purchase a business fare if you can't sit in the desired seat? #fail
complaint,Always awesome when your  flight has a five minute maintenance issue which is currently sitting at 35 minutes and counting. Ã°Å¸ËœÂ¡
complaint,Irregardless of the low prices. Do not fly  Horrible customer service. I'd much rather fly
complaint,Putting family on  flight Major issue checking bags and security is a nightmare but Jenise a gate agent saved them
complaint,Horrible treatmemt by  for handicap passenger even with group 1 boarding. #appalled #sad #wishIng4SWA
complaint,Beyond annoyed with  what was supposed to be a happy trip is disaster.
complaint,Is this some kind of joke? Multiple choice security questions?! How exactly is this supposed to be secure?
complaint,The customer service from  employees in Washington DC is embarassing. gate 14 and gate 16 had multiple avoidable incidents.
complaint,2nd time in a row Delta delays = huge inconvenience for me/my biz &amp; no compensation fm u. Stuck in crappy hotel &amp; 6am flight!!!
complaint,"Two airplane tickets, rude customer service and $490 later I'm finally taking off. Thanks for nothing,"
complaint,I was on flight CX807 ORD-HKG.. Flight rerouted to Shanghai and had to sit on the tarmac for 8hrs. Not a happy customer here!
complaint,Worst. Airline. Ever.#american #airlines
complaint,"Then rather than a solution or another flight from  rep on the phone, am told to get on the waitlist at the airport"
complaint,broken plane at Midway gate B9.  2 hours late and your staff doesn't know what the **** is going on. Getting irritated
complaint,I'm a faithful  flyer! Thanks for showing me never to use  That's a disaster!!
complaint,"Flight to Detroit  airline from Houston, delayed due to radio issue. :("
complaint,Flight is delayed... But  I need to do homework!! Ã°Å¸ËœÂ³Ã°Å¸ËœÂ³
complaint,"Waited 1 hr to talk to agent; he was helpful, but accidentally dropped call while looking something up. Been waiting 45 mins again."
complaint,has horrible customer service. HORRIBLE
complaint,"She couldn't be bothered to look up from Facebook to help out the only person in her line, absolutely disgusting service"
complaint,And homegirl by the name of Chris at the counter needs a serious and an immediate attitude check. #badforbusiness #zerostars
complaint,and their group boarding system are utterly ridiculous
complaint,Family vacation now cancelled due to  poor customer service and treatment of customers
complaint,Service   so bad.  Better fly with another airline giving better service
complaint,Flying  kinda like a ***** that don't give blowjobs... The worst 
complaint,"Another bad experience. Stranded in ATL due to 2 hr delay out of MSP and no jetway driver in ATL. Rude agents, no help."
complaint,I'm on flight 798 to Amsterdam. Very disappointed such old planes used for flights like this Ã°Å¸ËœÂ
complaint,The flight was delayed for hours and now I'm going to miss my connecting flight and then spend more money for a hotel...
complaint,"suing Gogo over poor WiFi service compared to United,  and Virgin - "
complaint,"Please know that you have some very incompetent employees, and because of them my child has been at the airport for 8 hours."
complaint,wtf people? Overbooked 14 people? It's almost departure time and nobody has even boarded... Never using United again!
complaint,Disappointed.  promised power outlets on my flight and my aircraft doesn't have one. What am I gonna do with this 4 hour wifi &amp; 10%?!
complaint,"Disappointed  3 clients luggage put on wrong flight, 1 lost for 15 hours, others ransacked and robbed. United denied responsibility"
complaint,i wanna go home stop delaying my pleaseeee Ã°Å¸ËœÂ©Ã°Å¸ËœÂ©Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­
complaint,your service &amp; rules are inadequate &amp; these fees are a rip off at its finest
complaint,you need to get some help for the poor person at gate 21 in DCA
complaint,You need to update your baggage claim support. Horrible customer service at IAH. We need to be able to track our bags at all times!
complaint,please decom these US Air A321s or don't fly them cross-country...no outlets no entertainment #fail #old #bored
complaint,Departure time: 3:10pm  says no! Get off the plane. Delayed till 5:30 at the minimum. Thanks guys.
complaint,Never flying  ever again - terrible service
complaint,10 minutes before 3969 leaves from ROC-PHL there's a maintenance issue. Flight eventually cancelled. Don't you'll check?
complaint,&amp;Im not a big complainer but the  in-air service/reception was just as bad. No matter the class of service y'all gotta do better
complaint,Trying to get to st.louis and of course our flight is delayed! What the heck   so inconvenient!
complaint,It is unacceptable not to ensure that the communications panel is closed if that is dangerous.
complaint,incredible I had to wait 45 minutes just to get off my aircraft on top of the hour that my flight was delayed!
complaint,"An hour after my plane was suppose to board, they're just now boarding. I hate you. I hate you. I hate you."
complaint,thanks for ******** me over
complaint,"Your fight attendants should know that it's rude to ask someone with a cane, what's wrong with you? even if they are young."
complaint,tell your pilots to be honest when there is delay on runway! Been sitting on runway for 15 minutes after landing at LGA!
complaint,a 4 hour delay with no compensation is unacceptable. Not even snacks? Wifi? Literally anything?
complaint,"going to miss my   connecting flight due to long lines,no-one here to help at Atlanta airport. So frustrating"
complaint,your service sucks
complaint,so can we take off already **** it's hot in here we should've left like 30 mins ago never had a problem with
complaint,"Thought I'd be early for my presentation today but thanks to  sitting on Tarmac with no gate for last half hour, may not make it"
complaint,Another awful #DFW- #PIA flight on    Why do I fly this airline?
complaint,"when flight craft is changed, plz keep customer's orig seat pref. Upset I have to sit in middle aisle now. Gate agent did NOTHING."
complaint,rude counter person in Orlando
complaint,why is it every late flight I book from LAX to Las Vegas gets delayed?
complaint,Ughhh how i hate
