ID,SALARY,START_YEAR,GENDER,REGION,T-LEVEL
121628,116725,1997,f,APJ,T4
121629,137288,2002,f,APJ,T4
121630,121869,1998,f,NA,T4
121631,122288,1999,m,APJ,T4
121632,95772,1994,m,APJ,T4
121633,109396,2001,f,EMEA,T4
121634,96845,1998,f,NA,T4
121635,83989,1990,f,APJ,T4
121636,137863,2002,m,APJ,T4
121637,126530,1995,m,NA,T4
121638,103713,1990,f,APJ,T4
121639,112387,2002,m,NA,T4
121640,108014,2001,m,APJ,T4
121641,134217,1998,f,EMEA,T4
121642,102386,1997,f,NA,T4
121643,132767,2001,m,EMEA,T4
121644,122847,2004,f,APJ,T4
121645,127462,1996,m,EMEA,T4
121646,107085,2000,m,NA,T4
121647,105589,1998,f,APJ,T4
121648,108006,2000,m,APJ,T4
121649,118287,1994,m,EMEA,T4
121650,102121,1992,f,NA,T4
121651,106594,1998,f,APJ,T4
121652,121185,1989,m,EMEA,T4
121653,123650,2004,f,NA,T4
121654,103025,1999,m,EMEA,T4
121655,110237,2001,f,NA,T4
121656,113602,2006,m,NA,T4
121657,111742,2001,m,NA,T4
121658,111013,2001,m,EMEA,T4
121659,99976,1998,f,NA,T4
121660,102409,1997,m,EMEA,T4
121661,107380,2000,m,APJ,T4
121662,115654,1990,m,EMEA,T4
121663,129337,1995,m,APJ,T4
121664,108247,1996,f,APJ,T4
121665,114173,1990,f,APJ,T4
121666,117290,2001,m,EMEA,T4
121667,126549,1999,m,NA,T4
121668,126904,2001,m,EMEA,T4
121669,102845,1995,m,APJ,T4
121670,105729,1996,f,NA,T4
121671,104437,1998,f,EMEA,T4
121672,121579,1994,f,EMEA,T4
121673,95305,1999,m,EMEA,T4
121674,121000,1999,m,EMEA,T4
121675,108263,1995,m,APJ,T4
121676,116896,1996,m,NA,T4
121677,97733,1995,f,EMEA,T4
121678,96376,1995,m,EMEA,T4
121679,126990,2004,m,APJ,T4
121680,103201,1990,m,EMEA,T4
121681,119115,1997,f,NA,T4
121682,102804,2001,m,EMEA,T4
121683,109571,1992,f,EMEA,T4
121684,124188,1998,m,EMEA,T4
121685,121137,1995,f,APJ,T4
121686,133241,1993,m,EMEA,T4
121687,99657,1993,f,EMEA,T4
121688,105057,1992,f,NA,T4
121689,126797,1995,m,NA,T4
121690,103028,2000,m,NA,T4
121691,116435,1989,f,EMEA,T4
121692,112555,1998,f,EMEA,T4
121693,105526,1996,f,NA,T4
121694,117196,1998,f,NA,T4
121695,98497,2002,m,APJ,T4
121696,101911,1997,m,EMEA,T4
121697,109117,1999,f,EMEA,T4
121698,127526,1993,f,APJ,T4
121699,93705,1999,m,APJ,T4
121700,103556,1990,m,EMEA,T4
121701,121922,1997,f,APJ,T4
121702,118440,2005,f,EMEA,T4
121703,105449,1998,m,APJ,T4
121704,94630,1992,m,EMEA,T4
121705,101285,1996,m,EMEA,T4
121706,87847,1993,m,NA,T4
121707,96440,2003,m,APJ,T4
121708,130558,2000,f,EMEA,T4
121709,90963,2002,f,EMEA,T4
121710,94039,1995,f,APJ,T4
121711,107388,2005,m,NA,T4
121712,107122,1993,m,NA,T4
121713,87661,1994,f,APJ,T4
121714,97115,1997,m,APJ,T4
121715,123087,1991,f,NA,T4
121716,129891,1993,m,EMEA,T4
121717,118160,2002,f,NA,T4
121718,96652,2003,m,NA,T4
121719,101103,1995,m,NA,T4
121720,133152,1993,f,NA,T4
121721,127336,2003,f,NA,T4
121722,129146,2003,m,NA,T4
121723,101823,1996,f,EMEA,T4
121724,116395,1999,m,EMEA,T4
121725,108926,1999,m,APJ,T4
121726,120546,2001,f,NA,T4
121727,123491,1992,m,EMEA,T4
121728,132875,2001,m,EMEA,T4
121729,111754,2001,m,NA,T4
121730,95219,2002,m,EMEA,T4
121731,110346,2003,f,EMEA,T4
121732,96677,1995,f,NA,T4
121733,89003,1999,m,NA,T4
121734,95187,1995,m,APJ,T4
121735,109066,1993,m,EMEA,T4
121736,119528,1999,m,NA,T4
121737,124175,1996,f,EMEA,T4
121738,104906,1997,m,APJ,T4
121739,122602,2002,f,APJ,T4
121740,86494,1995,f,NA,T4
121741,87701,2003,m,NA,T4
121742,138016,2005,f,EMEA,T4
121743,122334,1995,f,EMEA,T4
121744,121280,1995,f,EMEA,T4
121745,130160,2007,f,NA,T4
121746,123548,1993,f,NA,T4
121747,116374,1994,f,APJ,T4
121748,101496,1996,m,APJ,T4
121749,120358,1995,m,APJ,T4
121750,112200,1990,f,NA,T4
121751,114180,1994,f,EMEA,T4
121752,122967,1996,m,APJ,T4
121753,112953,2004,f,APJ,T4
121754,116060,1995,f,NA,T4
121755,132142,1991,m,EMEA,T4
121756,116874,2001,m,NA,T4
121757,107003,2006,m,NA,T4
121758,102100,1994,f,EMEA,T4
121759,112642,1996,m,EMEA,T4
121760,104415,2005,f,NA,T4
121761,126480,1998,m,NA,T4
121762,112540,2001,f,APJ,T4
121763,105859,2001,m,APJ,T4
121764,136542,1996,f,EMEA,T4
121765,137234,1997,f,EMEA,T4
121766,125470,2000,f,NA,T4
121767,106409,1997,m,APJ,T4
121768,124511,1997,m,NA,T4
121769,126972,2000,f,NA,T4
121770,106580,1999,m,EMEA,T4
121771,117220,1996,m,EMEA,T4
121772,107027,1999,m,EMEA,T4
121773,109131,2001,f,APJ,T4
121774,81228,1995,m,NA,T4
121775,97198,2002,f,APJ,T4
121776,110348,2002,f,EMEA,T4
121777,107885,1998,f,EMEA,T4
121778,102374,1998,f,NA,T4
121779,97996,1996,f,EMEA,T4
121780,100118,1990,m,APJ,T4
121781,114688,1995,m,NA,T4
121782,103445,1989,m,APJ,T4
121783,117294,1998,m,EMEA,T4
121784,122288,1995,m,APJ,T4
121785,125622,1996,f,EMEA,T4
121786,99916,1994,f,EMEA,T4
121787,118578,1993,f,APJ,T4
121788,98174,1997,f,EMEA,T4
121789,97130,1998,m,APJ,T4
121790,100231,1999,m,APJ,T4
121791,101009,2000,f,NA,T4
121792,95681,1995,m,NA,T4
121793,98574,1994,f,NA,T4
121794,84123,1997,f,EMEA,T4
121795,112281,2004,m,EMEA,T4
121796,116406,1999,f,NA,T4
121797,110090,1994,f,EMEA,T4
121798,114955,1993,m,EMEA,T4
121799,116827,1993,m,APJ,T4
121800,140174,1994,m,EMEA,T4
121801,92364,1996,m,APJ,T4
121802,109062,2005,m,APJ,T4
121803,136316,2000,f,EMEA,T4
121804,134210,1993,f,EMEA,T4
121805,125614,1997,m,NA,T4
121806,116375,2003,m,NA,T4
121807,98244,1998,m,NA,T4
121808,106950,1996,m,NA,T4
121809,128523,1994,m,EMEA,T4
121810,127636,1999,m,NA,T4
121811,119589,1999,f,APJ,T4
121812,110533,2003,f,EMEA,T4
121813,86880,1998,f,EMEA,T4
121814,108756,1996,f,NA,T4
121815,123171,1995,m,EMEA,T4
121816,95770,1991,m,APJ,T4
121817,93504,2002,f,APJ,T4
121818,89799,1999,m,APJ,T4
121819,124456,2001,m,EMEA,T4
121820,124231,1991,m,NA,T4
121821,100701,2001,m,APJ,T4
121822,109742,1995,f,EMEA,T4
121823,123585,1999,f,NA,T4
121824,108271,1995,f,NA,T4
121825,119083,1997,f,EMEA,T4
121826,124929,1993,f,EMEA,T4
121827,107764,1993,f,NA,T4
121828,89058,1996,f,APJ,T4
121829,125548,2000,f,APJ,T4
121830,107285,1991,f,EMEA,T4
121831,103836,1994,f,NA,T4
121832,102057,1998,m,EMEA,T4
121833,102999,2000,f,APJ,T4
121834,104135,1993,f,NA,T4
121835,106984,1996,m,EMEA,T4
121836,110447,2003,f,EMEA,T4
121837,116134,2004,f,EMEA,T4
121838,113515,2002,f,NA,T4
121839,92814,1999,f,EMEA,T4
121840,91870,1998,f,APJ,T4
121841,110245,1991,f,APJ,T4
121842,111922,1996,m,NA,T4
121843,113897,1995,m,EMEA,T4
121844,108443,1992,m,NA,T4
121845,109541,2005,f,NA,T4
121846,102539,2003,f,NA,T4
121847,117414,1997,f,EMEA,T4
121848,101490,1999,m,APJ,T4
121849,107046,1989,m,NA,T4
121850,112660,2004,f,EMEA,T4
121851,115730,1995,f,APJ,T4
121852,108901,2007,f,NA,T4
121853,100220,1996,m,APJ,T4
121854,92720,1997,m,APJ,T4
121855,117137,1999,f,EMEA,T4
121856,109394,1993,m,EMEA,T4
121857,113801,1997,m,APJ,T4
121858,120650,1998,f,EMEA,T4
121859,102955,1993,m,APJ,T4
121860,114753,2000,f,EMEA,T4
121861,123729,1996,f,APJ,T4
121862,130186,1994,m,APJ,T4
121863,121953,1997,f,APJ,T4
121864,118679,1997,m,APJ,T4
121865,118960,1999,m,EMEA,T4
121866,89319,1993,f,EMEA,T4
121867,123861,1996,m,EMEA,T4
121868,123026,1995,f,APJ,T4
121869,106922,2003,m,APJ,T4
121870,95680,1992,m,APJ,T4
121871,138091,1998,m,APJ,T4
121872,94298,1998,m,APJ,T4
121873,112547,2006,f,NA,T4
121874,101983,1998,m,EMEA,T4
121875,107065,1992,m,NA,T4
121876,128880,1990,m,EMEA,T4
121877,109475,1995,m,APJ,T4
121878,84588,1996,f,APJ,T4
121879,109819,2000,f,APJ,T4
121880,97512,1998,f,EMEA,T4
121881,127668,1991,f,APJ,T4
121882,134201,2002,f,NA,T4
121883,108612,1997,f,EMEA,T4
121884,119874,2003,f,EMEA,T4
121885,107624,2002,m,EMEA,T4
121886,109976,2000,m,EMEA,T4
121887,136870,2002,f,NA,T4
121888,106600,1995,f,EMEA,T4
121889,108649,2007,f,EMEA,T4
121890,100447,1999,m,NA,T4
121891,97157,1995,f,APJ,T4
121892,129985,1994,m,APJ,T4
121893,118694,1991,f,APJ,T4
121894,128059,2000,m,NA,T4
121895,103902,2000,m,EMEA,T4
121896,101402,2003,m,NA,T4
121897,108907,1997,f,EMEA,T4
121898,114951,2003,f,APJ,T4
121899,118007,1998,f,EMEA,T4
121900,85928,1993,m,NA,T4
121901,99485,1997,m,APJ,T4
121902,103819,2004,m,APJ,T4
121903,110930,2001,f,APJ,T4
121904,112674,1999,m,APJ,T4
121905,117710,1998,m,APJ,T4
121906,102104,2000,f,EMEA,T4
121907,112796,2000,m,APJ,T4
121908,108366,2005,f,APJ,T4
121909,134856,2004,f,APJ,T4
121910,98322,1999,m,NA,T4
121911,102193,1996,f,EMEA,T4
121912,95484,1991,f,EMEA,T4
121913,97559,1996,f,EMEA,T4
121914,105363,1989,f,EMEA,T4
121915,83048,1995,f,EMEA,T4
121916,98243,2000,f,EMEA,T4
121917,98728,2000,f,EMEA,T4
121918,113868,2002,m,NA,T4
121919,136805,1997,f,NA,T4
121920,104789,1991,m,NA,T4
121921,94797,2003,f,EMEA,T4
121922,93458,2004,m,NA,T4
121923,106642,2004,f,EMEA,T4
121924,98558,2003,m,EMEA,T4
121925,128157,2002,m,EMEA,T4
121926,97109,1989,m,EMEA,T4
121927,109389,1996,f,NA,T4
121928,125422,1998,m,EMEA,T4
121929,110607,1990,f,NA,T4
121930,116032,1998,f,EMEA,T4
121931,104873,1997,f,EMEA,T4
121932,115258,1995,f,APJ,T4
121933,89581,1995,f,EMEA,T4
121934,91754,1992,f,APJ,T4
121935,102853,2001,m,EMEA,T4
121936,104293,1998,f,EMEA,T4
121937,108801,2001,f,APJ,T4
121938,123933,1998,m,APJ,T4
121939,117481,1990,f,EMEA,T4
121940,103540,1997,f,NA,T4
121941,119281,1997,m,APJ,T4
121942,99386,2004,m,APJ,T4
121943,97915,1996,m,EMEA,T4
121944,95352,1998,f,EMEA,T4
121945,96987,2001,m,APJ,T4
121946,129225,1995,f,EMEA,T4
121947,125360,1998,f,NA,T4
121948,111869,1996,m,APJ,T4
121949,131156,1994,f,APJ,T4
121950,108171,1998,m,EMEA,T4
121951,115730,1997,m,APJ,T4
121952,95899,2000,f,NA,T4
121953,85011,1992,f,APJ,T4
121954,110054,1996,m,EMEA,T4
121955,102349,1998,f,NA,T4
121956,116662,1995,m,NA,T4
121957,130351,1995,f,NA,T4
121958,119517,2000,f,NA,T4
121959,96520,2001,m,NA,T4
121960,96483,1998,f,NA,T4
121961,102616,2003,m,NA,T4
121962,96996,1997,m,APJ,T4
121963,124092,1994,m,EMEA,T4
121964,82327,2004,m,NA,T4
121965,120647,1993,f,NA,T4
121966,110296,2004,f,NA,T4
121967,115596,1995,m,APJ,T4
121968,129759,1991,m,NA,T4
121969,117289,2005,m,NA,T4
121970,120350,1999,m,NA,T4
121971,97671,1992,f,APJ,T4
121972,123040,2003,m,APJ,T4
121973,117459,1995,f,APJ,T4
121974,108962,1997,f,APJ,T4
121975,99136,2002,m,APJ,T4
121976,125346,1994,m,NA,T4
121977,88768,1996,m,APJ,T4
121978,113443,2001,f,APJ,T4
121979,110007,2003,m,NA,T4
121980,124321,1996,f,NA,T4
121981,130334,1993,f,EMEA,T4
121982,134886,1997,f,EMEA,T4
121983,111076,2006,f,NA,T4
121984,116630,1997,f,EMEA,T4
121985,109360,1998,m,APJ,T4
121986,98695,2003,f,NA,T4
121987,112664,1992,f,APJ,T4
121988,97599,1991,m,APJ,T4
121989,103783,2002,f,NA,T4
121990,85017,2001,f,APJ,T4
121991,101809,1993,m,NA,T4
121992,114598,1999,f,EMEA,T4
121993,134584,2002,f,APJ,T4
121994,97501,2000,m,EMEA,T4
121995,138139,1996,f,APJ,T4
121996,119666,2006,m,EMEA,T4
121997,107209,2003,m,EMEA,T4
121998,111983,2000,f,NA,T4
121999,109386,2002,m,NA,T4
122000,112010,1996,m,EMEA,T4
122001,119412,1997,m,APJ,T4
122002,114361,1991,f,EMEA,T4
122003,102883,1991,f,EMEA,T4
122004,122884,1995,m,EMEA,T4
122005,118719,2001,f,EMEA,T4
122006,102114,1994,m,NA,T4
122007,101844,2000,m,APJ,T4
122008,107365,2001,f,EMEA,T4
122009,95710,2000,m,NA,T4
122010,111599,1991,m,APJ,T4
122011,120863,1998,f,EMEA,T4
122012,120375,1993,m,APJ,T4
122013,111427,1999,m,APJ,T4
122014,95363,1996,f,EMEA,T4
122015,120557,1995,m,NA,T4
122016,120800,2006,f,APJ,T4
122017,103373,1997,f,EMEA,T4
122018,105926,1991,m,EMEA,T4
122019,115753,1996,f,NA,T4
122020,86277,2005,m,APJ,T4
122021,107500,1997,m,APJ,T4
122022,118757,1999,f,NA,T4
122023,92995,1994,m,NA,T4
122024,114096,2002,f,EMEA,T4
122025,87490,1997,m,APJ,T4
122026,136024,2004,f,APJ,T4
122027,92360,1992,f,NA,T4
122028,89247,2005,m,EMEA,T4
122029,87958,1991,m,NA,T4
122030,125866,2003,f,APJ,T4
122031,115869,1998,f,APJ,T4
122032,113962,1997,f,NA,T4
122033,124892,1995,m,NA,T4
122034,121296,1992,m,NA,T4
122035,81828,1990,m,APJ,T4
122036,103627,1999,f,NA,T4
122037,140049,1993,f,NA,T4
122038,111713,1990,f,APJ,T4
122039,119947,2006,m,NA,T4
122040,113705,2000,m,NA,T4
122041,115113,1996,m,NA,T4
122042,87532,1998,m,NA,T4
122043,91560,2007,m,APJ,T4
122044,115619,2002,m,EMEA,T4
122045,107711,1989,m,NA,T4
122046,132939,2000,f,NA,T4
122047,95841,1993,m,APJ,T4
122048,124340,1999,f,NA,T4
122049,122426,1993,f,NA,T4
122050,113672,1998,m,NA,T4
122051,129681,2001,m,APJ,T4
122052,108144,2004,f,EMEA,T4
122053,94951,2006,f,EMEA,T4
122054,127098,1995,m,APJ,T4
122055,106715,1991,f,NA,T4
122056,109435,2002,f,APJ,T4
122057,116422,1992,f,APJ,T4
122058,112379,1997,f,EMEA,T4
122059,101607,1998,m,EMEA,T4
122060,102997,1998,m,APJ,T4
122061,109184,2002,f,NA,T4
122062,103967,1992,f,NA,T4
122063,110581,1993,m,APJ,T4
122064,120146,1991,m,NA,T4
122065,106324,1998,f,APJ,T4
122066,106415,1996,m,APJ,T4
122067,90087,1999,m,NA,T4
122068,122612,1996,f,APJ,T4
122069,103056,1993,f,APJ,T4
122070,130863,1999,m,EMEA,T4
122071,103122,1990,m,APJ,T4
122072,108602,2002,m,NA,T4
122073,109451,2002,m,NA,T4
122074,94700,1995,m,EMEA,T4
122075,122033,1993,f,NA,T4
122076,89702,1999,m,NA,T4
122077,94432,2001,m,APJ,T4
122078,108421,1998,f,NA,T4
122079,112089,2002,m,NA,T4
122080,119800,2000,m,APJ,T4
122081,91072,1993,m,EMEA,T4
122082,120703,1988,f,APJ,T4
122083,111374,1992,f,APJ,T4
122084,116433,1997,m,APJ,T4
122085,104282,1988,m,EMEA,T4
122086,117498,1991,f,EMEA,T4
122087,130608,1997,f,NA,T4
122088,117172,1998,m,EMEA,T4
122089,121024,1996,f,EMEA,T4
122090,83208,2005,f,NA,T4
122091,134146,1993,m,NA,T4
122092,125644,1991,f,EMEA,T4
122093,104545,1995,f,EMEA,T4
122094,130826,1998,f,EMEA,T4
122095,136791,2006,m,NA,T4
122096,122355,2000,f,APJ,T4
122097,117991,2000,f,APJ,T4
122098,101844,2002,m,EMEA,T4
122099,106869,1992,f,NA,T4
122100,102736,1994,m,NA,T4
122101,115322,2003,m,APJ,T4
122102,102315,1992,f,NA,T4
122103,101923,1994,m,NA,T4
122104,138639,2002,m,EMEA,T4
122105,97105,2002,m,EMEA,T4
122106,95128,2006,m,APJ,T4
122107,113452,2005,m,APJ,T4
122108,106743,1998,f,NA,T4
122109,129424,2003,m,NA,T4
122110,112205,1999,m,EMEA,T4
122111,108213,1997,f,APJ,T4
122112,127302,2001,f,APJ,T4
122113,122094,1996,f,EMEA,T4
122114,107682,1998,f,NA,T4
122115,117756,2004,m,EMEA,T4
122116,108887,2007,m,APJ,T4
122117,113093,2003,m,EMEA,T4
122118,104905,1994,m,EMEA,T4
122119,138608,1988,m,EMEA,T4
122120,100859,2000,f,EMEA,T4
122121,115123,2003,m,APJ,T4
122122,89619,2001,f,EMEA,T4
122123,108483,2002,m,NA,T4
122124,92329,1997,f,EMEA,T4
122125,117364,1996,f,APJ,T4
122126,113898,1997,f,NA,T4
122127,111873,2002,m,APJ,T4
122128,112687,2000,f,EMEA,T4
122129,81634,1998,f,EMEA,T4
122130,104743,2000,m,NA,T4
122131,137242,1995,f,NA,T4
122132,114211,2001,m,APJ,T4
122133,121990,1998,m,EMEA,T4
122134,123234,1997,f,APJ,T4
122135,115955,1996,m,APJ,T4
122136,94294,1991,f,NA,T4
122137,130513,1997,f,NA,T4
122138,106823,1999,f,NA,T4
122139,112540,1995,f,NA,T4
122140,109177,1990,f,APJ,T4
122141,105714,2001,m,NA,T4
122142,100734,1993,f,NA,T4
122143,133671,1991,f,APJ,T4
122144,101469,1999,m,NA,T4
122145,114696,1995,m,APJ,T4
122146,110086,1992,m,APJ,T4
122147,104873,1992,m,NA,T4
122148,102207,1993,m,NA,T4
122149,98385,1997,f,EMEA,T4
122150,104260,1992,f,EMEA,T4
122151,115480,1995,m,APJ,T4
122152,107784,1992,m,NA,T4
122153,117789,1996,f,EMEA,T4
122154,94793,1988,f,EMEA,T4
122155,119493,1994,m,NA,T4
122156,91631,1998,m,NA,T4
122157,115815,1998,m,APJ,T4
122158,120900,2004,f,NA,T4
122159,110200,2002,f,APJ,T4
122160,115022,1994,f,APJ,T4
122161,122373,2001,f,NA,T4
122162,123859,1993,m,EMEA,T4
122163,119520,1998,f,NA,T4
122164,123260,1997,f,NA,T4
122165,128275,1995,m,EMEA,T4
122166,123767,2004,f,EMEA,T4
122167,128098,2001,m,EMEA,T4
122168,93802,2005,f,APJ,T4
122169,97970,2000,f,EMEA,T4
122170,117280,1997,m,EMEA,T4
122171,120464,2004,f,EMEA,T4
122172,119598,1996,m,NA,T4
122173,115992,2003,m,NA,T4
122174,116688,1994,m,APJ,T4
122175,108989,1995,m,EMEA,T4
122176,92177,1998,m,NA,T4
122177,104832,1997,m,EMEA,T4
122178,124539,1998,f,EMEA,T4
122179,116833,1994,f,APJ,T4
122180,108490,1996,f,NA,T4
122181,120104,1998,m,EMEA,T4
122182,122439,2003,f,APJ,T4
122183,107864,1998,m,APJ,T4
122184,129781,2000,m,APJ,T4
122185,95509,1998,f,NA,T4
122186,105426,1999,m,NA,T4
122187,105730,2001,f,EMEA,T4
122188,99000,1996,m,APJ,T4
122189,121027,2000,f,NA,T4
122190,116467,2003,m,EMEA,T4
122191,127716,1997,m,NA,T4
122192,135093,1996,m,EMEA,T4
122193,112543,2002,f,APJ,T4
122194,94171,1999,m,NA,T4
122195,102245,1999,f,EMEA,T4
122196,102812,1991,m,EMEA,T4
122197,111462,2003,f,APJ,T4
122198,121665,2002,f,NA,T4
122199,104988,1996,f,APJ,T4
122200,93690,1997,m,NA,T4
122201,101743,2003,m,EMEA,T4
122202,133346,1998,m,APJ,T4
122203,121316,1996,m,NA,T4
122204,105847,2006,f,APJ,T4
122205,89892,2002,m,NA,T4
122206,127946,2000,f,EMEA,T4
122207,123189,1998,m,APJ,T4
122208,117011,1994,m,APJ,T4
122209,109216,1999,m,EMEA,T4
122210,129269,1996,f,APJ,T4
122211,109370,2002,f,EMEA,T4
122212,105800,2002,f,EMEA,T4
122213,119684,1993,f,NA,T4
122214,101987,1998,f,APJ,T4
122215,118877,1996,m,EMEA,T4
122216,107112,1994,m,EMEA,T4
122217,99887,1994,m,NA,T4
122218,105220,2000,f,APJ,T4
122219,113024,1996,f,EMEA,T4
122220,104786,1993,f,NA,T4
122221,84287,2003,m,APJ,T4
122222,112533,1995,m,NA,T4
122223,106437,2004,m,EMEA,T4
122224,113594,2004,f,APJ,T4
122225,116556,2002,f,EMEA,T4
122226,101799,2003,f,NA,T4
122227,96145,2005,m,NA,T4
122228,117385,2001,m,EMEA,T4
122229,107903,1993,m,NA,T4
122230,104830,1992,f,NA,T4
122231,82444,2001,m,EMEA,T4
122232,91005,1995,m,APJ,T4
122233,97007,2000,f,APJ,T4
122234,123585,1994,m,EMEA,T4
122235,94184,1996,f,EMEA,T4
122236,92184,1999,m,NA,T4
122237,111143,2000,m,NA,T4
122238,101995,2001,m,APJ,T4
122239,92130,1996,m,NA,T4
122240,109275,2000,f,NA,T4
122241,98578,1997,m,EMEA,T4
122242,108498,1991,f,NA,T4
122243,98151,1999,f,NA,T4
122244,113530,2000,f,APJ,T4
122245,115092,1991,m,APJ,T4
122246,123435,1998,m,EMEA,T4
122247,133634,2004,f,APJ,T4
122248,100375,1999,f,APJ,T4
122249,106022,1996,f,NA,T4
122250,112198,1993,f,NA,T4
122251,111341,1996,m,NA,T4
122252,109689,2000,f,EMEA,T4
122253,95847,1995,f,EMEA,T4
122254,104912,1993,m,NA,T4
122255,102554,2001,f,EMEA,T4
122256,115856,1995,f,EMEA,T4
122257,98471,2005,m,EMEA,T4
122258,107505,1992,f,APJ,T4
122259,109298,1991,m,NA,T4
122260,127656,1994,f,APJ,T4
122261,101967,2007,f,NA,T4
122262,117810,1997,m,EMEA,T4
122263,95672,1995,f,NA,T4
122264,106269,1998,m,APJ,T4
122265,96118,1997,f,NA,T4
122266,108464,1995,f,NA,T4
122267,114534,1996,m,APJ,T4
122268,105226,1992,f,NA,T4
122269,96548,1999,f,APJ,T4
122270,110159,1994,f,EMEA,T4
122271,106507,1997,f,APJ,T4
122272,122602,1998,m,NA,T4
122273,102648,2001,m,APJ,T4
122274,122432,2005,m,APJ,T4
122275,106557,1992,f,APJ,T4
122276,105622,1995,f,APJ,T4
122277,95929,1996,m,NA,T4
122278,129225,1992,f,APJ,T4
122279,110967,2000,f,APJ,T4
122280,134715,1994,f,NA,T4
122281,106119,1997,f,APJ,T4
122282,106225,1992,f,NA,T4
122283,94251,1997,f,EMEA,T4
122284,89151,1998,m,NA,T4
122285,122760,1994,f,NA,T4
122286,119908,1997,f,APJ,T4
122287,98348,2000,m,APJ,T4
122288,88415,2004,f,NA,T4
122289,100814,2001,f,NA,T4
122290,89407,1994,m,APJ,T4
122291,125145,1989,f,NA,T4
122292,110017,1995,m,APJ,T4
122293,109667,2005,m,EMEA,T4
122294,118055,1990,m,NA,T4
122295,95451,1995,m,EMEA,T4
122296,121307,1998,m,APJ,T4
122297,85911,1998,f,NA,T4
122298,83641,1997,f,APJ,T4
122299,122242,1998,m,NA,T4
122300,134474,2003,m,APJ,T4
122301,116008,2003,m,EMEA,T4
122302,117770,1999,f,NA,T4
122303,131878,2000,f,EMEA,T4
122304,110488,2004,m,EMEA,T4
122305,100129,2005,f,EMEA,T4
122306,103015,1996,f,NA,T4
122307,119051,1989,m,NA,T4
122308,108008,1993,m,NA,T4
122309,112948,1994,m,EMEA,T4
122310,108469,2004,f,APJ,T4
122311,122210,1999,f,EMEA,T4
122312,111599,1996,m,NA,T4
122313,105114,1993,m,APJ,T4
122314,112651,1990,m,NA,T4
122315,126260,1999,f,APJ,T4
122316,107829,1997,f,APJ,T4
122317,86141,1990,m,NA,T4
122318,101074,1998,m,APJ,T4
122319,102079,1998,f,EMEA,T4
122320,124266,2005,m,EMEA,T4
122321,117645,1993,m,NA,T4
122322,102396,2002,f,EMEA,T4
122323,118565,1995,f,NA,T4
122324,117976,2002,m,APJ,T4
122325,113940,2003,f,APJ,T4
122326,87436,2002,m,NA,T4
122327,85912,1990,f,NA,T4
122328,128125,1995,m,APJ,T4
122329,125311,2000,m,NA,T4
122330,136912,1992,f,NA,T4
122331,106780,2001,f,EMEA,T4
122332,111716,1994,f,EMEA,T4
122333,103856,1994,f,APJ,T4
122334,113173,1993,f,NA,T4
122335,108138,1991,f,NA,T4
122336,106596,1995,m,NA,T4
122337,110164,1993,f,EMEA,T4
122338,116615,1998,m,EMEA,T4
122339,94439,1999,m,EMEA,T4
122340,122255,2003,m,APJ,T4
122341,120010,1993,f,APJ,T4
122342,126969,1995,f,EMEA,T4
122343,107770,1995,f,EMEA,T4
122344,112111,1997,m,APJ,T4
122345,91731,1994,m,EMEA,T4
122346,103734,1999,m,APJ,T4
122347,130203,1997,f,APJ,T4
122348,106971,2003,m,NA,T4
122349,122907,2000,f,NA,T4
122350,111286,1996,f,EMEA,T4
122351,109364,1997,m,NA,T4
122352,120502,1998,f,APJ,T4
122353,118440,2000,m,APJ,T4
122354,132342,1996,m,EMEA,T4
122355,104024,1996,f,EMEA,T4
122356,99863,2000,m,EMEA,T4
122357,90529,1991,m,APJ,T4
122358,83583,1995,m,APJ,T4
122359,125338,1997,f,EMEA,T4
122360,126229,2004,m,NA,T4
122361,115723,1999,m,NA,T4
122362,107167,1993,m,NA,T4
122363,94805,1993,f,APJ,T4
122364,101568,2000,m,EMEA,T4
122365,119303,1995,m,NA,T4
122366,85491,1992,f,EMEA,T4
122367,98922,2001,m,EMEA,T4
122368,129785,2004,m,EMEA,T4
122369,114147,2000,m,NA,T4
122370,115627,1999,m,NA,T4
122371,101044,2003,m,NA,T4
122372,135084,1994,m,NA,T4
122373,101314,2000,m,NA,T4
122374,115576,1996,m,NA,T4
122375,122754,1993,m,NA,T4
122376,121541,2002,f,APJ,T4
122377,101311,1990,m,APJ,T4
122378,130457,2002,f,APJ,T4
122379,106136,1996,f,NA,T4
122380,94975,2002,m,APJ,T4
122381,128983,2007,m,APJ,T4
122382,125805,1996,m,NA,T4
122383,130506,1994,f,NA,T4
122384,105594,1996,m,NA,T4
122385,108938,1991,m,EMEA,T4
122386,102924,1990,m,NA,T4
122387,93650,1992,m,EMEA,T4
122388,120756,1995,m,NA,T4
122389,92291,1994,m,APJ,T4
122390,91868,2000,m,APJ,T4
122391,112115,2001,f,APJ,T4
122392,117978,1997,f,EMEA,T4
122393,114979,2004,f,EMEA,T4
122394,123038,1996,f,EMEA,T4
122395,110880,1998,m,EMEA,T4
122396,113205,1997,m,EMEA,T4
122397,105577,2001,f,NA,T4
122398,101067,1995,m,NA,T4
122399,115562,2000,f,NA,T4
122400,121208,2000,f,APJ,T4
122401,134764,2002,f,APJ,T4
122402,105065,2000,m,NA,T4
122403,116189,1992,m,APJ,T4
