Product Name,Product Line,Product Category,City,Country,Region,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,Gross Margin Ratio,CountryLongitude,CountryLatitude,CityLongitude,CityLatitude
Fancy fabric,Jackets,Jackets & Coats,Nairobi,Kenya,Africa,2021-10-05,Anne Coke,100,229,100,24.4,0.84,15,Price too high / competition,0.44,37.82,0.58,36.81,-1.28
Outdoor,Jackets,Jackets & Coats,Nairobi,Kenya,Africa,2021-12-09,Anne Coke,150,212,31,25.38,0.83,13,Behaviour of personnel,0.15,37.82,0.58,36.81,-1.28
Boatwear,Jackets,Jackets & Coats,Shanghai,China,Asia,2021-11-14,Coe Li,1100,4103,1858,205.2,0.83,16,Price too high / competition,0.45,103.86,36.63,121.47,31.26
Fancy fabric,Jackets,Jackets & Coats,Shanghai,China,Asia,2021-11-30,Coe Li,150,366,160,20.61,0.95,18,Customer service,0.44,103.86,36.63,121.47,31.26
Outdoor,Jackets,Jackets & Coats,Shanghai,China,Asia,2021-10-23,Coe Li,200,338,49,14.84,0.88,16,Item defect / bad quality,0.14,103.86,36.63,121.47,31.26
Turtleneck,Sweaters,Sweaters,Alexandria,Egypt,Africa,2020-09-01,Gabriel Walton,100,411,189,27.4,0.88,14,Price too high / competition,0.46,29.88,26.5,29.91,31.21
Cardigan,Sweaters,Sweaters,Alexandria,Egypt,Africa,2020-08-19,Gabriel Walton,4050,7055,673,752.56,0.91,18,Other / unknown,0.1,29.88,26.5,29.91,31.21
Sweats,Sweat-T-Shirts,Sweaters,Alexandria,Egypt,Africa,2020-07-03,Gabriel Walton,500,2338,1122,155.85,0.86,18,Customer service,0.48,29.88,26.5,29.91,31.21
T-Shirts,Sweat-T-Shirts,Sweaters,Alexandria,Egypt,Africa,2020-07-12,Gabriel Walton,19750,77317,35119,6185.34,0.87,23,Behaviour of personnel,0.45,29.88,26.5,29.91,31.21
Jeans,Trousers,Bottomwear,Alexandria,Egypt,Africa,2020-07-06,Gabriel Walton,900,3404,1351,226.9,0.88,13,Item not as described,0.4,29.88,26.5,29.91,31.21
Party pants,Trousers,Bottomwear,Alexandria,Egypt,Africa,2020-08-14,Gabriel Walton,300,504,65,67.2,0.87,14,Item not as described,0.13,29.88,26.5,29.91,31.21
Fancy fabric,Jackets,Jackets & Coats,Milan,Italy,Europe,2021-11-28,Don Wilson,300,947,438,62.72,0.88,20,Customer service,0.46,12.16,43.53,9.18,45.47
Boatwear,Jackets,Jackets & Coats,Rome,Italy,Europe,2021-10-14,Don Wilson,2250,8218,3721,544.08,0.89,12,Item defect / bad quality,0.45,12.16,43.53,12.5,41.9
Boatwear,Jackets,Jackets & Coats,Milan,Italy,Europe,2021-10-25,Don Wilson,2800,10227,4495,592.48,0.92,13,Price too high / competition,0.44,12.16,43.53,9.18,45.47
Fancy fabric,Jackets,Jackets & Coats,Rome,Italy,Europe,2021-11-18,Don Wilson,250,631,235,26.1,0.94,19,Customer service,0.37,12.16,43.53,12.5,41.9
Outdoor,Jackets,Jackets & Coats,Rome,Italy,Europe,2021-12-31,Don Wilson,400,723,120,128.96,0.91,21,Customer service,0.17,12.16,43.53,12.5,41.9
Outdoor,Jackets,Jackets & Coats,Milan,Italy,Europe,2021-12-24,Don Wilson,600,1023,212,430.62,0.9,15,Behaviour of personnel,0.21,12.16,43.53,9.18,45.47
Boatwear,Jackets,Jackets & Coats,Sydney,Australia,Oceania,2021-12-01,Ed Young,1400,5283,2358,330.2,0.89,14,Behaviour of personnel,0.45,134.36,-25.59,151.21,-33.87
Boatwear,Jackets,Jackets & Coats,Melbourne,Australia,Oceania,2021-10-26,Ed Young,2500,8920,3901,446,0.84,12,Item not as described,0.44,134.36,-25.59,144.97,-37.82
Fancy fabric,Jackets,Jackets & Coats,Melbourne,Australia,Oceania,2021-12-21,Ed Young,250,797,305,34.86,0.86,22,Item not as described,0.38,134.36,-25.59,144.97,-37.82
Outdoor,Jackets,Jackets & Coats,Sydney,Australia,Oceania,2021-10-13,Ed Young,100,157,11,4.9,0.91,22,Price too high / competition,0.07,134.36,-25.59,151.21,-33.87
Outdoor,Jackets,Jackets & Coats,Melbourne,Australia,Oceania,2021-12-23,Ed Young,450,951,44,53.46,0.92,13,Item not as described,0.05,134.36,-25.59,144.97,-37.82
"Hats,gloves,scarves",Accessories,Other,Alexandria,Egypt,Africa,2020-04-02,Gabriel Walton,8200,28709,14167,1913.95,0.85,11,Price too high / competition,0.49,29.88,26.5,29.91,31.21
Lounge wear,Accessories,Other,Alexandria,Egypt,Africa,2020-05-25,Gabriel Walton,3300,12277,5629,1473.3,0.9,14,Item defect / bad quality,0.46,29.88,26.5,29.91,31.21
"Belts,bags,wallets",Accessories,Other,Alexandria,Egypt,Africa,2020-05-01,Gabriel Walton,2450,9223,3819,1106.82,0.88,12,Behaviour of personnel,0.41,29.88,26.5,29.91,31.21
Jewelry,Accessories,Other,Alexandria,Egypt,Africa,2020-04-06,Gabriel Walton,50200,177678,70375,11845.15,0.88,17,Behaviour of personnel,0.4,29.88,26.5,29.91,31.21
Casual dresses,Dresses,Tops,Alexandria,Egypt,Africa,2020-05-22,Gabriel Walton,1300,4558,2111,425.39,0.88,21,Price too high / competition,0.46,29.88,26.5,29.91,31.21
Outdoor,Jackets,Jackets & Coats,Alexandria,Egypt,Africa,2020-05-25,Gabriel Walton,1800,6133,2594,490.62,0.82,11,Item not as described,0.42,29.88,26.5,29.91,31.21
Fancy fabric,Jackets,Jackets & Coats,Alexandria,Egypt,Africa,2020-06-03,Gabriel Walton,350,1343,554,179.1,0.9,14,Item defect / bad quality,0.41,29.88,26.5,29.91,31.21
Day wear,Outerwear,Jackets & Coats,Alexandria,Egypt,Africa,2020-06-15,Gabriel Walton,16100,47684,21666,5722.02,0.9,25,Price too high / competition,0.45,29.88,26.5,29.91,31.21
"Hats,gloves,scarves",Outerwear,Jackets & Coats,Alexandria,Egypt,Africa,2020-05-05,Gabriel Walton,2400,4572,1369,426.72,0.85,20,Price too high / competition,0.3,29.88,26.5,29.91,31.21
Short sleeve,Shirts,Tops,Alexandria,Egypt,Africa,2020-05-15,Gabriel Walton,600,2156,883,172.44,0.84,22,Behaviour of personnel,0.41,29.88,26.5,29.91,31.21
Cardigan,Sweaters,Sweaters,Alexandria,Egypt,Africa,2020-05-06,Gabriel Walton,2200,7837,2931,731.5,0.83,14,Item defect / bad quality,0.37,29.88,26.5,29.91,31.21
T-Shirts,Sweat-T-Shirts,Sweaters,Alexandria,Egypt,Africa,2020-05-11,Gabriel Walton,1200,4389,1891,526.68,0.91,15,Customer service,0.43,29.88,26.5,29.91,31.21
Jeans,Trousers,Bottomwear,Alexandria,Egypt,Africa,2020-06-19,Gabriel Walton,200,732,366,48.75,0.88,24,Price too high / competition,0.5,29.88,26.5,29.91,31.21
Party pants,Trousers,Bottomwear,Alexandria,Egypt,Africa,2020-06-11,Gabriel Walton,1050,3865,1224,412.24,0.88,25,Price too high / competition,0.32,29.88,26.5,29.91,31.21
Boatwear,Jackets,Jackets & Coats,Cairo,Egypt,Africa,2021-12-20,Gabriel Walton,1200,4251,1925,453.44,0.9,19,Customer service,0.45,29.88,26.5,31.25,30.05
Fancy fabric,Jackets,Jackets & Coats,Cairo,Egypt,Africa,2021-11-02,Gabriel Walton,150,327,122,30.45,0.83,22,Item not as described,0.37,29.88,26.5,31.25,30.05
Lounge wear,Accessories,Other,Alexandria,Egypt,Africa,2020-03-29,Gabriel Walton,2100,5819,2339,387.95,0.83,24,Other / unknown,0.4,29.88,26.5,29.91,31.21
Outdoor,Jackets,Jackets & Coats,Cairo,Egypt,Africa,2021-12-15,Gabriel Walton,200,374,62,39.92,0.9,24,Behaviour of personnel,0.17,29.88,26.5,31.25,30.05
Fancy fabric,Jackets,Jackets & Coats,Sao Paulo,Brasil,South America,2021-10-04,Gary Dumin,150,392,182,214.62,0.94,17,Item defect / bad quality,0.46,-53.07,-10.77,-46.65,-23.56
Boatwear,Jackets,Jackets & Coats,Sao Paulo,Brasil,South America,2021-11-23,Gary Dumin,1150,4232,1860,79.2,0.88,16,Item not as described,0.44,-53.07,-10.77,-46.65,-23.56
Boatwear,Jackets,Jackets & Coats,Rio de Janeiro,Brasil,South America,2021-11-03,Gary Dumin,1250,4460,1951,23.76,0.82,21,Customer service,0.44,-53.07,-10.77,-43.19,-22.98
Fancy fabric,Jackets,Jackets & Coats,Rio de Janeiro,Brasil,South America,2021-11-30,Gary Dumin,150,399,153,41,0.83,24,Other / unknown,0.38,-53.07,-10.77,-43.19,-22.98
Outdoor,Jackets,Jackets & Coats,Rio de Janeiro,Brasil,South America,2021-11-01,Gary Dumin,250,476,22,79.44,0.93,15,Price too high / competition,0.05,-53.07,-10.77,-43.19,-22.98
Outdoor,Jackets,Jackets & Coats,Sao Paulo,Brasil,South America,2021-12-24,Gary Dumin,250,424,88,94.26,0.93,21,Item defect / bad quality,0.21,-53.07,-10.77,-46.65,-23.56
"Hats,gloves,scarves",Accessories,Other,Alexandria,Egypt,Africa,2020-02-16,Gabriel Walton,22200,66814,26270,8908.5,0.83,17,Item not as described,0.39,29.88,26.5,29.91,31.21
"Belts,bags,wallets",Accessories,Other,Alexandria,Egypt,Africa,2020-03-05,Gabriel Walton,10050,30438,11280,3652.47,0.94,21,Customer service,0.37,29.88,26.5,29.91,31.21
Jewelry,Accessories,Other,Alexandria,Egypt,Africa,2020-02-01,Gabriel Walton,65550,203706,72031,16296.48,0.81,19,Customer service,0.35,29.88,26.5,29.91,31.21
Fancy fabric,Jackets,Jackets & Coats,Austin,USA,North America,2021-11-09,James Frank,150,41628,15406.31,135.72,0.84,19,Item defect / bad quality,0.37,-98.99,39.5,-97.74,30.27
Boatwear,Jackets,Jackets & Coats,Miami,USA,North America,2021-12-21,James Frank,1100,855,301.5,1084.2,0.91,15,Price too high / competition,0.35,-98.99,39.5,-80.24,25.73
Boatwear,Jackets,Jackets & Coats,Houston,USA,North America,2021-11-27,James Frank,2250,903,278.44,2351.08,0.85,14,Customer service,0.31,-98.99,39.5,-95.37,29.76
Boatwear,Jackets,Jackets & Coats,Austin,USA,North America,2021-11-26,James Frank,1550,2028.75,576,1473.68,0.91,11,Price too high / competition,0.28,-98.99,39.5,-97.74,30.27
Boatwear,Jackets,Jackets & Coats,Dallas,USA,North America,2021-10-10,James Frank,1150,5171.25,1356.19,1144.78,0.94,14,Price too high / competition,0.26,-98.99,39.5,-96.8,32.78
Fancy fabric,Jackets,Jackets & Coats,Houston,USA,North America,2021-11-30,James Frank,200,633,151.88,272.06,0.83,23,Item not as described,0.24,-98.99,39.5,-95.37,29.76
Outdoor,Jackets,Jackets & Coats,Dallas,USA,North America,2021-11-22,James Frank,50,131,5.62,30.65,0.95,19,Item defect / bad quality,0.04,-98.99,39.5,-96.8,32.78
Outdoor,Jackets,Jackets & Coats,Houston,USA,North America,2021-11-30,James Frank,950,1841,132.87,574.39,0.92,25,Behaviour of personnel,0.07,-98.99,39.5,-95.37,29.76
Outdoor,Jackets,Jackets & Coats,Miami,USA,North America,2021-11-06,James Frank,250,477,49.41,130.22,0.85,13,Customer service,0.1,-98.99,39.5,-80.24,25.73
Outdoor,Jackets,Jackets & Coats,Austin,USA,North America,2021-10-19,James Frank,250,499,62.14,103.79,0.9,16,Customer service,0.12,-98.99,39.5,-97.74,30.27
Hair accessories,Accessories,Other,Alexandria,Egypt,Africa,2020-03-07,Gabriel Walton,450,1161,30,108.36,0.82,15,Customer service,0.03,29.88,26.5,29.91,31.21
Mini city,City Skirts,Bottomwear,Alexandria,Egypt,Africa,2020-03-01,Gabriel Walton,450,1216,434,97.26,0.89,13,Price too high / competition,0.36,29.88,26.5,29.91,31.21
Casual dresses,Dresses,Tops,Alexandria,Egypt,Africa,2020-03-05,Gabriel Walton,1650,4641,401,495.04,0.87,24,Item not as described,0.09,29.88,26.5,29.91,31.21
Fancy fabric,Jackets,Jackets & Coats,Alexandria,Egypt,Africa,2020-01-31,Gabriel Walton,900,3411,1398,454.7,0.85,25,Other / unknown,0.41,29.88,26.5,29.91,31.21
Boatwear,Jackets,Jackets & Coats,Liverpool,United Kingdom,Europe,2021-11-26,John Minker,1000,3573,1581,133.98,0.92,20,Behaviour of personnel,0.44,-2.52,53.93,-2.98,53.41
Boatwear,Jackets,Jackets & Coats,London,United Kingdom,Europe,2021-11-14,John Minker,3500,12619,5554,626.58,0.85,11,Other / unknown,0.44,-2.52,53.93,-0.13,51.51
Fancy fabric,Jackets,Jackets & Coats,Liverpool,United Kingdom,Europe,2021-12-31,John Minker,100,131,37,8.2,0.82,18,Item not as described,0.28,-2.52,53.93,-2.98,53.41
Fancy fabric,Jackets,Jackets & Coats,London,United Kingdom,Europe,2021-10-16,John Minker,250,472,131,31.28,0.93,18,Customer service,0.28,-2.52,53.93,-0.13,51.51
Outdoor,Jackets,Jackets & Coats,Liverpool,United Kingdom,Europe,2021-11-30,John Minker,150,208,31,13,0.9,18,Customer service,0.15,-2.52,53.93,-2.98,53.41
Outdoor,Jackets,Jackets & Coats,London,United Kingdom,Europe,2021-12-01,John Minker,1250,2171,694,243.46,0.92,19,Item defect / bad quality,0.32,-2.52,53.93,-0.13,51.51
Boatwear,Jackets,Jackets & Coats,Lisbon,Portugal,Europe,2021-10-18,Julie Jones,1700,6384,2850,369.81,0.92,18,Item defect / bad quality,0.45,-7.97,39.68,-9.15,38.73
Outdoor,Jackets,Jackets & Coats,Lisbon,Portugal,Europe,2021-10-09,Julie Jones,100,189,13,490.6,0.94,18,Item defect / bad quality,0.07,-7.97,39.68,-9.15,38.73
Fancy fabric,Jackets,Jackets & Coats,Delhi,India,Asia,2021-12-07,Kiran Raj,250,1046,488,58.86,0.82,23,Item defect / bad quality,0.47,79.41,23.36,77.22,28.64
Boatwear,Jackets,Jackets & Coats,Delhi,India,Asia,2021-10-15,Kiran Raj,2700,10335,4742,581.31,0.91,20,Item defect / bad quality,0.46,79.41,23.36,77.22,28.64
Boatwear,Jackets,Jackets & Coats,Mumbai,India,Asia,2021-10-11,Kiran Raj,2900,10443,4596,522.16,0.86,20,Customer service,0.44,79.41,23.36,72.83,18.93
Fancy fabric,Jackets,Jackets & Coats,Mumbai,India,Asia,2021-10-19,Kiran Raj,200,391,109,21.96,0.87,11,Price too high / competition,0.28,79.41,23.36,72.83,18.93
Outdoor,Jackets,Jackets & Coats,Delhi,India,Asia,2021-11-19,Kiran Raj,1150,2209,304,69.05,0.86,24,Other / unknown,0.14,79.41,23.36,77.22,28.64
Outdoor,Jackets,Jackets & Coats,Mumbai,India,Asia,2021-10-28,Kiran Raj,1050,1797,574,67.38,0.86,23,Price too high / competition,0.32,79.41,23.36,72.83,18.93
Boatwear,Jackets,Jackets & Coats,Lima,Peru,South America,2021-12-22,Larry Hill,500,1787,791,113.4,0.95,22,Behaviour of personnel,0.44,-74.37,-9.15,-77.03,-12.06
Fancy fabric,Jackets,Jackets & Coats,Lima,Peru,South America,2021-12-23,Larry Hill,50,66,19,66.51,0.94,20,Other / unknown,0.29,-74.37,-9.15,-77.03,-12.06
Outdoor,Jackets,Jackets & Coats,Lima,Peru,South America,2021-12-09,Larry Hill,100,104,16,93.3,0.82,22,Behaviour of personnel,0.15,-74.37,-9.15,-77.03,-12.06
Boatwear,Jackets,Jackets & Coats,San Francisco,USA,North America,2021-11-30,Lia Armand,1900,1611.75,867.75,1128.48,0.82,12,Behaviour of personnel,0.54,-98.99,39.5,-122.42,37.78
Fancy fabric,Jackets,Jackets & Coats,Washington,USA,North America,2021-11-30,Lia Armand,50,2893.5,1424.25,19.62,0.88,24,Behaviour of personnel,0.49,-98.99,39.5,-77.03,38.89
Fancy fabric,Jackets,Jackets & Coats,Los Angeles,USA,North America,2021-11-07,Lia Armand,200,11825.25,5344.5,119.52,0.84,24,Behaviour of personnel,0.45,-98.99,39.5,-118.25,34.05
Boatwear,Jackets,Jackets & Coats,Los Angeles,USA,North America,2021-10-17,Lia Armand,2050,15359.25,6783,1337.94,0.81,19,Other / unknown,0.44,-98.99,39.5,-118.25,34.05
Boatwear,Jackets,Jackets & Coats,Chicago,USA,North America,2021-11-30,Lia Armand,1350,10811.25,3680.25,986.67,0.95,17,Customer service,0.34,-98.99,39.5,-87.63,41.88
Fancy fabric,Jackets,Jackets & Coats,New York,USA,North America,2021-12-04,Lia Armand,150,2193.75,698.25,74.98,0.93,24,Customer service,0.32,-98.99,39.5,-74.01,40.71
Boatwear,Jackets,Jackets & Coats,New York,USA,North America,2021-10-03,Lia Armand,2400,89.25,22.5,2175.75,0.94,25,Item not as described,0.25,-98.99,39.5,-74.01,40.71
Fancy fabric,Jackets,Jackets & Coats,San Francisco,USA,North America,2021-12-21,Lia Armand,200,699.75,162.75,137.13,0.9,24,Customer service,0.23,-98.99,39.5,-122.42,37.78
Boatwear,Jackets,Jackets & Coats,Washington,USA,North America,2021-12-24,Lia Armand,800,1797,367.5,654.94,0.9,24,Item defect / bad quality,0.2,-98.99,39.5,-77.03,38.89
Outdoor,Jackets,Jackets & Coats,Los Angeles,USA,North America,2021-10-22,Lia Armand,350,792,30.8,150.48,0.91,17,Other / unknown,0.04,-98.99,39.5,-118.25,34.05
Outdoor,Jackets,Jackets & Coats,Chicago,USA,North America,2021-12-09,Lia Armand,100,173,11.83,31.14,0.92,15,Price too high / competition,0.07,-98.99,39.5,-87.63,41.88
Outdoor,Jackets,Jackets & Coats,Washington,USA,North America,2021-10-15,Lia Armand,100,173,21.05,31.14,0.85,23,Item not as described,0.12,-98.99,39.5,-77.03,38.89
Outdoor,Jackets,Jackets & Coats,San Francisco,USA,North America,2021-10-14,Lia Armand,400,706,140.29,105.9,0.85,12,Behaviour of personnel,0.2,-98.99,39.5,-122.42,37.78
Outdoor,Jackets,Jackets & Coats,New York,USA,North America,2021-10-08,Lia Armand,850,1497,443.59,299.4,0.84,18,Item defect / bad quality,0.3,-98.99,39.5,-74.01,40.71
Fancy fabric,Jackets,Jackets & Coats,Brussels,Belgium,Europe,2021-10-08,Lois Wood,100,261,145,169.2,0.83,13,Item not as described,0.56,4.66,50.64,4.35,50.85
Boatwear,Jackets,Jackets & Coats,Brussels,Belgium,Europe,2021-12-28,Lois Wood,700,2571,1177,9.9,0.87,16,Customer service,0.46,4.66,50.64,4.35,50.85
Outdoor,Jackets,Jackets & Coats,Brussels,Belgium,Europe,2021-11-30,Lois Wood,100,169,29,89.19,0.83,25,Behaviour of personnel,0.17,4.66,50.64,4.35,50.85
Boatwear,Jackets,Jackets & Coats,Zurich,Switzerland,Europe,2021-10-23,Maria Price,700,2642,1179,59.4,0.85,19,Other / unknown,0.45,8.24,46.8,8.54,47.38
Outdoor,Jackets,Jackets & Coats,Zurich,Switzerland,Europe,2021-10-28,Maria Price,50,79,6,385.8,0.92,23,Item not as described,0.08,8.24,46.8,8.54,47.38
Boatwear,Jackets,Jackets & Coats,Seoul,South Korea,Asia,2021-12-18,Marie Mann,1900,6801,3080,382.59,0.88,23,Behaviour of personnel,0.45,127.86,36.44,127.02,37.52
Fancy fabric,Jackets,Jackets & Coats,Seoul,South Korea,Asia,2021-11-06,Marie Mann,200,522,195,22.89,0.84,12,Behaviour of personnel,0.37,127.86,36.44,127.02,37.52
Outdoor,Jackets,Jackets & Coats,Seoul,South Korea,Asia,2021-10-10,Marie Mann,300,598,99,37.4,0.86,13,Item defect / bad quality,0.17,127.86,36.44,127.02,37.52
Fancy fabric,Jackets,Jackets & Coats,Dakar,Senegal,Africa,2021-12-02,Marry Williams,150,327,181,39.15,0.82,24,Price too high / competition,0.55,-14.5,14.36,-17.45,14.7
Boatwear,Jackets,Jackets & Coats,Dakar,Senegal,Africa,2021-10-09,Marry Williams,850,3214,1472,214.25,0.94,12,Price too high / competition,0.46,-14.5,14.36,-17.45,14.7
Boatwear,Jackets,Jackets & Coats,Tunis,Tunisia,Africa,2021-12-10,Marry Williams,900,3302,1474,396.27,0.94,17,Customer service,0.45,9.6,34.18,10.16,36.81
Outdoor,Jackets,Jackets & Coats,Tunis,Tunisia,Africa,2021-10-31,Marry Williams,50,98,7,9.17,0.89,12,Other / unknown,0.07,9.6,34.18,10.16,36.81
Outdoor,Jackets,Jackets & Coats,Dakar,Senegal,Africa,2021-12-04,Marry Williams,150,212,37,16.92,0.87,17,Price too high / competition,0.17,-14.5,14.36,-17.45,14.7
Boatwear,Jackets,Jackets & Coats,Frankfurt,Germany,Europe,2021-11-23,Mary Smith,1350,4958,2245,369.27,0.9,23,Customer service,0.45,10.38,51.09,8.68,50.11
Boatwear,Jackets,Jackets & Coats,Berlin,Germany,Europe,2021-12-31,Mary Smith,1200,4317,1910,357.3,0.92,12,Customer service,0.44,10.38,51.09,13.38,52.52
Fancy fabric,Jackets,Jackets & Coats,Frankfurt,Germany,Europe,2021-10-29,Mary Smith,150,442,193,29.28,0.81,20,Behaviour of personnel,0.44,10.38,51.09,8.68,50.11
Fancy fabric,Jackets,Jackets & Coats,Berlin,Germany,Europe,2021-11-02,Mary Smith,100,158,44,9.17,0.93,24,Behaviour of personnel,0.28,10.38,51.09,13.38,52.52
Outdoor,Jackets,Jackets & Coats,Frankfurt,Germany,Europe,2021-10-27,Mary Smith,250,409,59,352.98,0.95,19,Customer service,0.14,10.38,51.09,8.68,50.11
Outdoor,Jackets,Jackets & Coats,Berlin,Germany,Europe,2021-12-27,Mary Smith,150,251,37,151.12,0.93,11,Item not as described,0.15,10.38,51.09,13.38,52.52
Fancy fabric,Jackets,Jackets & Coats,Tokyo,Japan,Asia,2021-10-27,Mayumi Mai,250,784,363,24.5,0.83,11,Price too high / competition,0.46,137.99,36.65,139.81,35.68
Boatwear,Jackets,Jackets & Coats,Osaka,Japan,Asia,2021-12-14,Mayumi Mai,1650,6232,2802,311.6,0.93,14,Item defect / bad quality,0.45,137.99,36.65,137.24,35.92
Boatwear,Jackets,Jackets & Coats,Tokyo,Japan,Asia,2021-10-27,Mayumi Mai,2300,8464,3720,317.4,0.95,12,Other / unknown,0.44,137.99,36.65,139.81,35.68
Outdoor,Jackets,Jackets & Coats,Osaka,Japan,Asia,2021-12-12,Mayumi Mai,150,208,16,13,0.81,11,Behaviour of personnel,0.08,137.99,36.65,137.24,35.92
Outdoor,Jackets,Jackets & Coats,Tokyo,Japan,Asia,2021-10-26,Mayumi Mai,500,847,176,37.03,0.9,14,Other / unknown,0.21,137.99,36.65,139.81,35.68
Day wear,Outerwear,Jackets & Coats,Alexandria,Egypt,Africa,2020-01-19,Gabriel Walton,2400,6985,2805,465.65,0.86,21,Other / unknown,0.4,29.88,26.5,29.91,31.21
"Hats,gloves,scarves",Outerwear,Jackets & Coats,Alexandria,Egypt,Africa,2020-03-31,Gabriel Walton,4700,9163,2832,1099.53,0.82,23,Other / unknown,0.31,29.88,26.5,29.91,31.21
2 Pocket shirts,Shirts,Tops,Alexandria,Egypt,Africa,2020-03-31,Gabriel Walton,50,97,15,10.32,0.85,21,Item defect / bad quality,0.15,29.88,26.5,29.91,31.21
Cardigan,Sweaters,Sweaters,Alexandria,Egypt,Africa,2020-02-06,Gabriel Walton,17350,67638,27760,4509.2,0.87,14,Other / unknown,0.41,29.88,26.5,29.91,31.21
Soft fabric,Sweaters,Sweaters,Alexandria,Egypt,Africa,2020-03-25,Gabriel Walton,400,930,207,99.2,0.95,24,Other / unknown,0.22,29.88,26.5,29.91,31.21
Boatwear,Jackets,Jackets & Coats,Mexico City,Mexico,North America,2021-11-15,Nelly Wood,1450,5222,2298,27.72,0.84,24,Item defect / bad quality,0.44,-102.52,23.94,-99.13,19.43
Fancy fabric,Jackets,Jackets & Coats,Mexico City,Mexico,North America,2021-10-23,Nelly Wood,100,196,55,23.85,0.87,25,Item defect / bad quality,0.28,-102.52,23.94,-99.13,19.43
Outdoor,Jackets,Jackets & Coats,Mexico City,Mexico,North America,2021-12-08,Nelly Wood,550,899,287,229.74,0.91,17,Item not as described,0.32,-102.52,23.94,-99.13,19.43
Boatwear,Jackets,Jackets & Coats,Caracas,Venezuela,South America,2021-10-06,Nina Smith,550,2052,929,451.8,0.81,12,Behaviour of personnel,0.45,-66.22,7.17,-66.85,10.5
Fancy fabric,Jackets,Jackets & Coats,Caracas,Venezuela,South America,2021-10-28,Nina Smith,100,183,80,38.97,0.91,21,Item not as described,0.44,-66.22,7.17,-66.85,10.5
Outdoor,Jackets,Jackets & Coats,Caracas,Venezuela,South America,2021-12-30,Nina Smith,100,169,25,308.1,0.95,22,Other / unknown,0.15,-66.22,7.17,-66.85,10.5
Boatwear,Jackets,Jackets & Coats,Bangkok,Thailand,Asia,2021-10-30,Rita San,1350,5004,2255,156.4,0.82,11,Behaviour of personnel,0.45,101.02,15.13,100.5,13.75
Outdoor,Jackets,Jackets & Coats,Bangkok,Thailand,Asia,2021-12-12,Rita San,300,572,103,32.22,0.83,25,Item defect / bad quality,0.18,101.02,15.13,100.5,13.75
Turtleneck,Sweaters,Sweaters,Alexandria,Egypt,Africa,2020-03-07,Gabriel Walton,50,75,4,8.91,0.94,22,Item not as described,0.05,29.88,26.5,29.91,31.21
T-Shirts,Sweat-T-Shirts,Sweaters,Alexandria,Egypt,Africa,2020-01-21,Gabriel Walton,4450,13617,5415,1815.5,0.92,18,Behaviour of personnel,0.4,29.88,26.5,29.91,31.21
Party pants,Trousers,Bottomwear,Alexandria,Egypt,Africa,2020-02-10,Gabriel Walton,1500,5970,2469,796,0.85,23,Item not as described,0.41,29.88,26.5,29.91,31.21
Boatwear,Jackets,Jackets & Coats,Pretoria,South Africa,Africa,2021-10-03,Sarah Am,850,3128,1410,417,0.92,25,Customer service,0.45,25.16,-29.02,28.19,-25.75
Boatwear,Jackets,Jackets & Coats,Cape Town,South Africa,Africa,2021-12-26,Sarah Am,1050,3895,1751,467.37,0.86,14,Other / unknown,0.45,25.16,-29.02,18.42,-33.92
Boatwear,Jackets,Jackets & Coats,Durban,South Africa,Africa,2021-10-30,Sarah Am,600,2233,988,238.16,0.82,18,Item not as described,0.44,25.16,-29.02,31.04,-29.86
Boatwear,Jackets,Jackets & Coats,Johannesburg,South Africa,Africa,2021-10-27,Sarah Am,1800,6527,2873,522.18,0.86,15,Behaviour of personnel,0.44,25.16,-29.02,28.04,-26.2
Fancy fabric,Jackets,Jackets & Coats,Durban,South Africa,Africa,2021-12-10,Sarah Am,50,82,23,8.72,0.9,17,Item defect / bad quality,0.28,25.16,-29.02,31.04,-29.86
Fancy fabric,Jackets,Jackets & Coats,Johannesburg,South Africa,Africa,2021-11-25,Sarah Am,150,244,68,32.6,0.84,17,Other / unknown,0.28,25.16,-29.02,28.04,-26.2
Outdoor,Jackets,Jackets & Coats,Cape Town,South Africa,Africa,2021-12-22,Sarah Am,100,130,10,8.65,0.82,18,Item not as described,0.08,25.16,-29.02,18.42,-33.92
Outdoor,Jackets,Jackets & Coats,Durban,South Africa,Africa,2021-11-03,Sarah Am,100,130,19,15.57,0.89,19,Price too high / competition,0.15,25.16,-29.02,31.04,-29.86
Outdoor,Jackets,Jackets & Coats,Pretoria,South Africa,Africa,2021-11-04,Sarah Am,200,358,65,38.16,0.87,20,Behaviour of personnel,0.18,25.16,-29.02,28.19,-25.75
Outdoor,Jackets,Jackets & Coats,Johannesburg,South Africa,Africa,2021-10-23,Sarah Am,650,1123,359,104.79,0.82,25,Other / unknown,0.32,25.16,-29.02,28.04,-26.2
Boatwear,Jackets,Jackets & Coats,Copenhagen,Denmark,Europe,2021-10-19,Susan Karman,700,2502,1128,562.23,0.89,15,Other / unknown,0.45,9.33,56.27,12.57,55.68
Outdoor,Jackets,Jackets & Coats,Copenhagen,Denmark,Europe,2021-11-13,Susan Karman,150,286,52,1745.37,0.87,11,Other / unknown,0.18,9.33,56.27,12.57,55.68
